train_loss_step,train_is_next_axx_step,train_altered_acc_step,epoch,step,train_loss_epoch,train_is_next_axx_epoch,train_altered_acc_epoch
1.4642977714538574,41.17647171020508,51.73483657836914,0,49,,,
,,,0,81,1.5976462364196777,50.367347717285156,52.125160217285156
1.5042970180511475,26.666667938232422,52.0703125,1,99,,,
1.3802859783172607,64.28572082519531,55.873329162597656,1,149,,,
,,,1,163,1.4620734453201294,47.75510025024414,53.86989974975586
1.3286259174346924,66.66667175292969,54.94791793823242,2,199,,,
,,,2,245,1.4173829555511475,50.367347717285156,55.64971160888672
1.76442289352417,40.000003814697266,56.31510543823242,3,249,,,
1.4200177192687988,46.15385055541992,59.51021957397461,3,299,,,
,,,3,327,1.5072734355926514,49.224491119384766,58.78730773925781
1.3927637338638306,57.142860412597656,63.54631805419922,4,349,,,
1.3320603370666504,66.66667175292969,58.03385925292969,4,399,,,
,,,4,409,1.461276650428772,51.51020431518555,60.186065673828125
1.4282355308532715,46.66667175292969,70.6640625,5,449,,,
,,,5,491,1.3204400539398193,48.65306091308594,70.22337341308594
1.1140131950378418,56.25,75.98876953125,6,499,,,
1.0402846336364746,53.333335876464844,83.828125,6,549,,,
,,,6,573,1.1627265214920044,50.775508880615234,80.84709930419922
1.1521093845367432,50.0,86.3525390625,7,599,,,
0.9407162070274353,46.15385055541992,90.86538696289062,7,649,,,
,,,7,655,1.0295472145080566,50.775508880615234,88.24457550048828
1.0837007761001587,46.66667175292969,92.98177337646484,8,699,,,
,,,8,737,0.9777977466583252,50.693878173828125,92.13520050048828
0.9875202178955078,46.66667175292969,91.60157012939453,9,749,,,
0.9011098146438599,60.000003814697266,95.62500762939453,9,799,,,
,,,9,819,0.9552043080329895,49.06122589111328,94.07063293457031
0.9914687871932983,46.66667175292969,93.38542175292969,10,849,,,
0.8485698103904724,62.5,93.3349609375,10,899,,,
,,,10,901,0.9252115488052368,48.408164978027344,95.13472747802734
0.8294601440429688,50.0,95.6298828125,11,949,,,
,,,11,983,0.9587383270263672,48.65306091308594,95.62117004394531
0.9572924971580505,50.0,96.06585693359375,12,999,,,
1.2462913990020752,33.333335876464844,97.20052337646484,12,1049,,,
,,,12,1065,0.924850344657898,49.46938705444336,96.31011199951172
0.6220522522926331,70.5882339477539,97.24264526367188,13,1099,,,
,,,13,1147,0.8458203077316284,52.48979568481445,97.2295913696289
0.8472129702568054,46.66667175292969,97.73438262939453,14,1149,,,
0.8231873512268066,35.71428680419922,97.89341735839844,14,1199,,,
,,,14,1229,0.8377286195755005,50.448978424072266,97.66741180419922
0.8287369012832642,29.411766052246094,97.51838684082031,15,1249,,,
0.7802082300186157,60.000003814697266,98.03385925292969,15,1299,,,
,,,15,1311,0.8325268030166626,49.38775634765625,97.80389404296875
0.7694481611251831,56.25,98.2666015625,16,1349,,,
,,,16,1393,0.8279834985733032,50.61224365234375,98.03842163085938
0.7579476833343506,60.000003814697266,98.26823425292969,17,1399,,,
0.7805724143981934,50.0,98.03466796875,17,1449,,,
,,,17,1475,0.8343839049339294,48.408164978027344,98.08928680419922
0.8166210651397705,31.25,98.64501953125,18,1499,,,
0.7851390838623047,57.142860412597656,98.36775207519531,18,1549,,,
,,,18,1557,0.8030545711517334,51.18367385864258,98.3223876953125
0.8306558728218079,28.571430206298828,97.36328887939453,19,1599,,,
,,,19,1639,0.8129525780677795,49.95918273925781,98.49951934814453
0.7033616900444031,73.33333587646484,98.3984375,20,1649,,,
1.113770842552185,46.66667175292969,98.51563262939453,20,1699,,,
,,,20,1721,0.860568106174469,48.0,98.5177001953125
0.8596752882003784,40.000003814697266,98.69792175292969,21,1749,,,
0.9010378122329712,37.5,97.42431640625,21,1799,,,
,,,21,1803,0.7980266213417053,48.65306091308594,98.65800476074219
0.7835882902145386,60.000003814697266,99.23177337646484,22,1849,,,
,,,22,1885,0.7900311946868896,51.18367385864258,98.88472747802734
0.6796082258224487,64.28572082519531,99.31641387939453,23,1899,,,
0.8237520456314087,40.000003814697266,98.89323425292969,23,1949,,,
,,,23,1967,0.7858726382255554,51.34693908691406,98.94100952148438
0.6931378245353699,71.42857360839844,99.2745590209961,24,1999,,,
0.8251937031745911,40.0,99.00390625,24,2049,,,
,,,24,2049,0.8214194774627686,48.81632614135742,98.9365463256836
0.6326690912246704,75.0,98.4375,25,2099,,,
,,,25,2131,0.8343139290809631,52.979591369628906,99.05054473876953
0.7608842849731445,50.0,98.86474609375,26,2149,,,
1.0564942359924316,43.75,99.10888671875,26,2199,,,
,,,26,2213,0.8307207822799683,49.551021575927734,99.15625
0.7176485657691956,53.84615707397461,99.38401794433594,27,2249,,,
,,,27,2295,0.7694085836410522,50.85714340209961,99.27455139160156
0.6544317603111267,60.000003814697266,99.34896087646484,28,2299,,,
0.6815530061721802,53.333335876464844,99.60938262939453,28,2349,,,
,,,28,2377,0.7636265158653259,51.591835021972656,99.25
0.7641863226890564,43.75,99.27978515625,29,2399,,,
0.6965461373329163,68.75,99.31640625,29,2449,,,
,,,29,2459,0.771095335483551,50.28571319580078,99.30357360839844
0.8004274964332581,50.0,99.37744140625,30,2499,,,
,,,30,2541,0.7832164168357849,49.14285659790039,99.36367797851562
0.8185359835624695,40.000003814697266,99.58334350585938,31,2549,,,
0.7438145279884338,50.0,99.462890625,31,2599,,,
,,,31,2623,0.7878087759017944,47.918365478515625,99.34215545654297
0.707116961479187,56.25,99.57275390625,32,2649,,,
0.8121095299720764,46.66667175292969,98.90625762939453,32,2699,,,
,,,32,2705,0.7666217088699341,52.163265228271484,99.3046875
0.7652987241744995,50.0,99.1943359375,33,2749,,,
,,,33,2787,0.7929660677909851,48.73469543457031,99.34151458740234
0.7780649065971375,57.142860412597656,99.4698715209961,34,2799,,,
0.7354571223258972,53.333335876464844,99.68750762939453,34,2849,,,
,,,34,2869,0.7710870504379272,47.67346954345703,99.40625
0.8043593168258667,43.75,99.35302734375,35,2899,,,
0.7794843912124634,50.0,99.53962707519531,35,2949,,,
,,,35,2951,0.7685542106628418,48.81632614135742,99.40625
0.7171733379364014,61.5384635925293,99.39904022216797,36,2999,,,
,,,36,3033,0.7808241248130798,49.79591751098633,99.53236389160156
0.7113409042358398,46.66667175292969,99.71354675292969,37,3049,,,
0.7090248465538025,73.33333587646484,99.58334350585938,37,3099,,,
,,,37,3115,0.7874094247817993,49.95918273925781,99.57414245605469
0.6784738302230835,56.25,98.9013671875,38,3149,,,
