train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_r2,train_loss_epoch,train_r2,test_loss_step,test_loss_epoch,test_r2
,,150,190.375732421875,,,,,,,
,,151,190.4071502685547,,,,,,,
,,152,190.3304901123047,,,,,,,
,,153,190.46890258789062,,,,,,,
,,154,190.4202423095703,,,,,,,
,,155,190.23556518554688,,,,,,,
,,156,190.375732421875,,,,,,,
,,157,190.2668914794922,,,,,,,
,,158,190.18861389160156,,,,,,,
,,159,190.28472900390625,,,,,,,
,1,255,,190.35122680664062,-2.2819066877818455e+24,,,,,
,1,255,,,,0.8033519983291626,-357702318244.2952,,,
1.1384025812149048,2,299,,,,,,,,
0.6188923716545105,2,349,,,,,,,,
,,160,170.7780303955078,,,,,,,
,,161,170.57150268554688,,,,,,,
,,162,170.4488525390625,,,,,,,
,,163,170.59219360351562,,,,,,,
,,164,170.5865478515625,,,,,,,
,,165,170.4933624267578,,,,,,,
,,166,170.49693298339844,,,,,,,
,,167,170.52479553222656,,,,,,,
,,168,170.25961303710938,,,,,,,
,,169,170.25961303710938,,,,,,,
,,170,170.25961303710938,,,,,,,
,,171,170.25961303710938,,,,,,,
,,172,170.25961303710938,,,,,,,
,,173,170.25961303710938,,,,,,,
,,174,170.25961303710938,,,,,,,
,,175,170.25961303710938,,,,,,,
,,176,170.25961303710938,,,,,,,
,,177,170.25961303710938,,,,,,,
,,178,170.25961303710938,,,,,,,
,,179,170.25961303710938,,,,,,,
,,180,170.25961303710938,,,,,,,
,,181,170.5386199951172,,,,,,,
,,182,170.57107543945312,,,,,,,
,,183,170.4496307373047,,,,,,,
,,184,170.59161376953125,,,,,,,
,,185,170.58644104003906,,,,,,,
,,186,170.4936065673828,,,,,,,
,,187,170.4970245361328,,,,,,,
,,188,170.57220458984375,,,,,,,
,,189,170.25961303710938,,,,,,,
,,190,170.25961303710938,,,,,,,
,,191,170.4016876220703,,,,,,,
,,192,170.54559326171875,,,,,,,
,,193,170.54344177246094,,,,,,,
,,194,170.53839111328125,,,,,,,
,,195,170.54177856445312,,,,,,,
,,196,170.496337890625,,,,,,,
,,197,170.54457092285156,,,,,,,
,,198,170.4295654296875,,,,,,,
,,199,170.4979248046875,,,,,,,
,,200,170.4496307373047,,,,,,,
,,201,170.59161376953125,,,,,,,
,,202,170.58514404296875,,,,,,,
,,203,170.4936065673828,,,,,,,
,,204,170.4970245361328,,,,,,,
,,205,170.57220458984375,,,,,,,
,,206,170.4983673095703,,,,,,,
,,207,170.4965057373047,,,,,,,
,,208,170.5376434326172,,,,,,,
,,209,170.54177856445312,,,,,,,
,,210,170.496337890625,,,,,,,
,,211,170.54458618164062,,,,,,,
,,212,170.52549743652344,,,,,,,
,,213,170.4496307373047,,,,,,,
,,214,170.5915985107422,,,,,,,
,,215,170.58514404296875,,,,,,,
,,216,170.4936065673828,,,,,,,
,,217,170.4970245361328,,,,,,,
,,218,170.57220458984375,,,,,,,
,,219,170.49794006347656,,,,,,,
,,220,170.54380798339844,,,,,,,
,,221,170.53843688964844,,,,,,,
,,222,170.4940185546875,,,,,,,
,,223,170.54383850097656,,,,,,,
,,224,170.4970703125,,,,,,,
,,225,170.5729217529297,,,,,,,
,,226,170.49571228027344,,,,,,,
,,227,170.59262084960938,,,,,,,
,,228,170.58291625976562,,,,,,,
,,229,170.496337890625,,,,,,,
,,230,170.49684143066406,,,,,,,
,,231,170.52462768554688,,,,,,,
,,232,170.45059204101562,,,,,,,
,,233,170.59104919433594,,,,,,,
,,234,170.54164123535156,,,,,,,
,,235,170.3544921875,,,,,,,
,,236,170.4967803955078,,,,,,,
,,237,170.38226318359375,,,,,,,
,,238,170.306884765625,,,,,,,
,,239,170.39987182617188,,,,,,,
,2,383,,170.47068786621094,-2.043964253659346e+24,,,,,
,2,383,,,,0.8486069440841675,-465010495188.51587,,,
2.0146002769470215,3,399,,,,,,,,
0.8830992579460144,3,449,,,,,,,,
1.0887672901153564,3,499,,,,,,,,
,,240,164.32615661621094,,,,,,,
,,241,164.11793518066406,,,,,,,
,,242,163.99395751953125,,,,,,,
,,243,164.13719177246094,,,,,,,
,,244,164.1319122314453,,,,,,,
,,245,164.03848266601562,,,,,,,
,,246,164.04200744628906,,,,,,,
,,247,164.06619262695312,,,,,,,
,,248,163.80477905273438,,,,,,,
,,249,163.80477905273438,,,,,,,
,,250,163.80477905273438,,,,,,,
,,251,163.80477905273438,,,,,,,
,,252,163.80477905273438,,,,,,,
,,253,163.80477905273438,,,,,,,
,,254,163.80477905273438,,,,,,,
,,255,163.80477905273438,,,,,,,
,,256,163.80477905273438,,,,,,,
,,257,163.80477905273438,,,,,,,
,,258,163.80477905273438,,,,,,,
,,259,163.80477905273438,,,,,,,
,,260,163.80477905273438,,,,,,,
,,261,164.08448791503906,,,,,,,
,,262,164.1175079345703,,,,,,,
,,263,163.99472045898438,,,,,,,
,,264,164.13661193847656,,,,,,,
,,265,164.13180541992188,,,,,,,
,,266,164.03872680664062,,,,,,,
,,267,164.04208374023438,,,,,,,
,,268,164.1136016845703,,,,,,,
,,269,163.80477905273438,,,,,,,
,,270,163.80477905273438,,,,,,,
,,271,163.94679260253906,,,,,,,
,,272,164.09060668945312,,,,,,,
,,273,164.08851623535156,,,,,,,
,,274,164.0838165283203,,,,,,,
,,275,164.08682250976562,,,,,,,
,,276,164.04141235351562,,,,,,,
,,277,164.08966064453125,,,,,,,
,,278,163.9709930419922,,,,,,,
,,279,164.04295349121094,,,,,,,
,,280,163.99472045898438,,,,,,,
,,281,164.13661193847656,,,,,,,
,,282,164.1305389404297,,,,,,,
,,283,164.03872680664062,,,,,,,
,,284,164.04208374023438,,,,,,,
,,285,164.1136016845703,,,,,,,
,,286,164.04339599609375,,,,,,,
,,287,164.0415802001953,,,,,,,
,,288,164.08306884765625,,,,,,,
,,289,164.08682250976562,,,,,,,
,,290,164.04141235351562,,,,,,,
,,291,164.08966064453125,,,,,,,
,,292,164.0668487548828,,,,,,,
,,293,163.9947052001953,,,,,,,
,,294,164.13661193847656,,,,,,,
,,295,164.1305389404297,,,,,,,
,,296,164.03872680664062,,,,,,,
,,297,164.04209899902344,,,,,,,
,,298,164.1136016845703,,,,,,,
,,299,164.04296875,,,,,,,
,,300,164.08888244628906,,,,,,,
,,301,164.08387756347656,,,,,,,
,,302,164.03909301757812,,,,,,,
,,303,164.08889770507812,,,,,,,
,,304,164.0421600341797,,,,,,,
,,305,164.1142578125,,,,,,,
,,306,164.04080200195312,,,,,,,
,,307,164.13760375976562,,,,,,,
,,308,164.12835693359375,,,,,,,
,,309,164.04141235351562,,,,,,,
,,310,164.0419158935547,,,,,,,
,,311,164.0660400390625,,,,,,,
,,312,163.9956512451172,,,,,,,
,,313,164.13609313964844,,,,,,,
,,314,164.08670043945312,,,,,,,
,,315,163.8996124267578,,,,,,,
,,316,164.04188537597656,,,,,,,
,,317,163.9237060546875,,,,,,,
,,318,163.85202026367188,,,,,,,
,,319,163.94073486328125,,,,,,,
,3,511,,164.01541137695312,-1.9652252512262605e+24,,,,,
,3,511,,,,1.126676082611084,-1086223244660.5891,,,
0.9577390551567078,4,549,,,,,,,,
0.8309482932090759,4,599,,,,,,,,
,,320,172.0959930419922,,,,,,,
,,321,171.8855438232422,,,,,,,
,,322,171.74957275390625,,,,,,,
,,323,171.9039306640625,,,,,,,
,,324,171.8983612060547,,,,,,,
,,325,171.79788208007812,,,,,,,
,,326,171.80130004882812,,,,,,,
,,327,171.82943725585938,,,,,,,
,,328,171.54559326171875,,,,,,,
,,329,171.5456085205078,,,,,,,
,,330,171.54559326171875,,,,,,,
,,331,171.54559326171875,,,,,,,
,,332,171.5456085205078,,,,,,,
,,333,171.5456085205078,,,,,,,
,,334,171.5456085205078,,,,,,,
,,335,171.5456085205078,,,,,,,
,,336,171.5456085205078,,,,,,,
,,337,171.54559326171875,,,,,,,
,,338,171.54559326171875,,,,,,,
,,339,171.5456085205078,,,,,,,
,,340,171.5456085205078,,,,,,,
,,341,171.84068298339844,,,,,,,
,,342,171.8851318359375,,,,,,,
,,343,171.7503204345703,,,,,,,
,,344,171.90335083007812,,,,,,,
,,345,171.89825439453125,,,,,,,
,,346,171.7981414794922,,,,,,,
,,347,171.80136108398438,,,,,,,
,,348,171.8805389404297,,,,,,,
,,349,171.5456085205078,,,,,,,
,,350,171.5456085205078,,,,,,,
,,351,171.69879150390625,,,,,,,
,,352,171.85366821289062,,,,,,,
,,353,171.85154724121094,,,,,,,
,,354,171.84654235839844,,,,,,,
,,355,171.84994506835938,,,,,,,
,,356,171.80076599121094,,,,,,,
,,357,171.8525848388672,,,,,,,
,,358,171.72686767578125,,,,,,,
,,359,171.80233764648438,,,,,,,
,,360,171.7503204345703,,,,,,,
,,361,171.90335083007812,,,,,,,
,,362,171.89700317382812,,,,,,,
,,363,171.7981414794922,,,,,,,
,,364,171.80136108398438,,,,,,,
,,365,171.8805389404297,,,,,,,
,,366,171.80274963378906,,,,,,,
,,367,171.8009033203125,,,,,,,
,,368,171.84579467773438,,,,,,,
,,369,171.84994506835938,,,,,,,
,,370,171.80075073242188,,,,,,,
,,371,171.8525848388672,,,,,,,
,,372,171.83016967773438,,,,,,,
,,373,171.7503204345703,,,,,,,
,,374,171.90335083007812,,,,,,,
,,375,171.89698791503906,,,,,,,
,,376,171.7981414794922,,,,,,,
,,377,171.80136108398438,,,,,,,
,,378,171.8805389404297,,,,,,,
,,379,171.80233764648438,,,,,,,
,,380,171.8519287109375,,,,,,,
,,381,171.8466033935547,,,,,,,
,,382,171.79852294921875,,,,,,,
,,383,171.85194396972656,,,,,,,
,,384,171.80140686035156,,,,,,,
,,385,171.8812713623047,,,,,,,
,,386,171.80015563964844,,,,,,,
,,387,171.9043426513672,,,,,,,
,,388,171.89486694335938,,,,,,,
,,389,171.80076599121094,,,,,,,
,,390,171.80117797851562,,,,,,,
,,391,171.82931518554688,,,,,,,
,,392,171.7512969970703,,,,,,,
,,393,171.90281677246094,,,,,,,
,,394,171.84982299804688,,,,,,,
,,395,171.64784240722656,,,,,,,
,,396,171.80116271972656,,,,,,,
,,397,171.67593383789062,,,,,,,
,,398,171.59657287597656,,,,,,,
,,399,171.69461059570312,,,,,,,
,4,639,,171.77279663085938,-2.0530716492902257e+24,,,,,
,4,639,,,,0.9573904275894165,-669468215419.4635,,,
0.883891761302948,5,649,,,,,,,,
0.9744246006011963,5,699,,,,,,,,
0.809055745601654,5,749,,,,,,,,
,,400,192.07704162597656,,,,,,,
,,401,191.86111450195312,,,,,,,
,,402,191.72286987304688,,,,,,,
,,403,191.87864685058594,,,,,,,
,,404,191.87255859375,,,,,,,
,,405,191.77151489257812,,,,,,,
,,406,191.77490234375,,,,,,,
,,407,191.80503845214844,,,,,,,
,,408,191.51715087890625,,,,,,,
,,409,191.51715087890625,,,,,,,
,,410,191.51718139648438,,,,,,,
,,411,191.51715087890625,,,,,,,
,,412,191.51715087890625,,,,,,,
,,413,191.51715087890625,,,,,,,
,,414,191.51715087890625,,,,,,,
,,415,191.51715087890625,,,,,,,
,,416,191.51715087890625,,,,,,,
,,417,191.51718139648438,,,,,,,
,,418,191.51715087890625,,,,,,,
,,419,191.51715087890625,,,,,,,
,,420,191.51715087890625,,,,,,,
,,421,191.8197784423828,,,,,,,
,,422,191.86062622070312,,,,,,,
,,423,191.72369384765625,,,,,,,
,,424,191.87803649902344,,,,,,,
,,425,191.8724365234375,,,,,,,
,,426,191.7718048095703,,,,,,,
,,427,191.77499389648438,,,,,,,
,,428,191.85655212402344,,,,,,,
,,429,191.51715087890625,,,,,,,
,,430,191.51715087890625,,,,,,,
,,431,191.67153930664062,,,,,,,
,,432,191.82789611816406,,,,,,,
,,433,191.82557678222656,,,,,,,
,,434,191.8201904296875,,,,,,,
,,435,191.82424926757812,,,,,,,
,,436,191.7743377685547,,,,,,,
,,437,191.82662963867188,,,,,,,
,,438,191.70162963867188,,,,,,,
,,439,191.77610778808594,,,,,,,
,,440,191.72369384765625,,,,,,,
,,441,191.87803649902344,,,,,,,
,,442,191.8709716796875,,,,,,,
,,443,191.7718048095703,,,,,,,
,,444,191.77500915527344,,,,,,,
,,445,191.85655212402344,,,,,,,
,,446,191.77659606933594,,,,,,,
,,447,191.77468872070312,,,,,,,
,,448,191.81939697265625,,,,,,,
,,449,191.82424926757812,,,,,,,
,,450,191.7743377685547,,,,,,,
,,451,191.82662963867188,,,,,,,
,,452,191.80589294433594,,,,,,,
,,453,191.72369384765625,,,,,,,
,,454,191.87803649902344,,,,,,,
,,455,191.8709716796875,,,,,,,
,,456,191.7718048095703,,,,,,,
,,457,191.77499389648438,,,,,,,
,,458,191.85655212402344,,,,,,,
,,459,191.77610778808594,,,,,,,
,,460,191.82598876953125,,,,,,,
,,461,191.82028198242188,,,,,,,
,,462,191.77235412597656,,,,,,,
,,463,191.82591247558594,,,,,,,
,,464,191.7750244140625,,,,,,,
,,465,191.85745239257812,,,,,,,
,,466,191.77374267578125,,,,,,,
,,467,191.87911987304688,,,,,,,
,,468,191.86891174316406,,,,,,,
,,469,191.77432250976562,,,,,,,
,,470,191.7747802734375,,,,,,,
,,471,191.80490112304688,,,,,,,
,,472,191.7246856689453,,,,,,,
,,473,191.87745666503906,,,,,,,
,,474,191.82411193847656,,,,,,,
,,475,191.6202392578125,,,,,,,
,,476,191.77474975585938,,,,,,,
,,477,191.65028381347656,,,,,,,
,,478,191.56851196289062,,,,,,,
,,479,191.6693572998047,,,,,,,
,5,767,,191.74658203125,-2.2921461151215356e+24,,,,,
,5,767,,,,1.0438274145126343,-420123529962.963,,,
1.2629247903823853,6,799,,,,,,,,
1.7930560111999512,6,849,,,,,,,,
,,480,182.90159606933594,,,,,,,
,,481,182.6630401611328,,,,,,,
,,482,182.53927612304688,,,,,,,
,,483,182.6720733642578,,,,,,,
,,484,182.66770935058594,,,,,,,
,,485,182.5804901123047,,,,,,,
,,486,182.582763671875,,,,,,,
,,487,182.62503051757812,,,,,,,
,,488,182.36392211914062,,,,,,,
,,489,182.36392211914062,,,,,,,
,,490,182.36392211914062,,,,,,,
,,491,182.36395263671875,,,,,,,
,,492,182.36392211914062,,,,,,,
,,493,182.36392211914062,,,,,,,
,,494,182.36395263671875,,,,,,,
,,495,182.36395263671875,,,,,,,
,,496,182.36392211914062,,,,,,,
,,497,182.36392211914062,,,,,,,
,,498,182.36395263671875,,,,,,,
,,499,182.36392211914062,,,,,,,
,,500,182.36395263671875,,,,,,,
,,501,182.65859985351562,,,,,,,
,,502,182.66253662109375,,,,,,,
,,503,182.54014587402344,,,,,,,
,,504,182.6714324951172,,,,,,,
,,505,182.66758728027344,,,,,,,
,,506,182.58091735839844,,,,,,,
,,507,182.58287048339844,,,,,,,
,,508,182.668701171875,,,,,,,
,,509,182.36392211914062,,,,,,,
,,510,182.36392211914062,,,,,,,
,,511,182.495361328125,,,,,,,
,,512,182.6288299560547,,,,,,,
,,513,182.6263427734375,,,,,,,
,,514,182.62277221679688,,,,,,,
,,515,182.6259002685547,,,,,,,
,,516,182.58255004882812,,,,,,,
,,517,182.62661743164062,,,,,,,
,,518,182.5371856689453,,,,,,,
,,519,182.584716796875,,,,,,,
,,520,182.54014587402344,,,,,,,
,,521,182.6714324951172,,,,,,,
,,522,182.66578674316406,,,,,,,
,,523,182.58091735839844,,,,,,,
,,524,182.58287048339844,,,,,,,
,,525,182.668701171875,,,,,,,
,,526,182.58523559570312,,,,,,,
,,527,182.5834503173828,,,,,,,
,,528,182.62203979492188,,,,,,,
,,529,182.6259002685547,,,,,,,
,,530,182.58255004882812,,,,,,,
,,531,182.62661743164062,,,,,,,
,,532,182.62637329101562,,,,,,,
,,533,182.54014587402344,,,,,,,
,,534,182.6714324951172,,,,,,,
,,535,182.66578674316406,,,,,,,
,,536,182.58091735839844,,,,,,,
,,537,182.58290100097656,,,,,,,
,,538,182.668701171875,,,,,,,
,,539,182.58470153808594,,,,,,,
,,540,182.62677001953125,,,,,,,
,,541,182.62286376953125,,,,,,,
,,542,182.58169555664062,,,,,,,
,,543,182.62637329101562,,,,,,,
,,544,182.5828094482422,,,,,,,
,,545,182.67022705078125,,,,,,,
,,546,182.58212280273438,,,,,,,
,,547,182.67245483398438,,,,,,,
,,548,182.66445922851562,,,,,,,
,,549,182.58255004882812,,,,,,,
,,550,182.5825653076172,,,,,,,
,,551,182.625,,,,,,,
,,552,182.54090881347656,,,,,,,
,,553,182.67080688476562,,,,,,,
,,554,182.62582397460938,,,,,,,
,,555,182.45162963867188,,,,,,,
,,556,182.58267211914062,,,,,,,
,,557,182.49375915527344,,,,,,,
,,558,182.40765380859375,,,,,,,
,,559,182.5121307373047,,,,,,,
,6,895,,182.56280517578125,-2.1645000840540594e+24,,,,,
,6,895,,,,1.7045228481292725,-1278769491544.0447,,,
1.0960218906402588,7,899,,,,,,,,
2.0081422328948975,7,949,,,,,,,,
1.0245580673217773,7,999,,,,,,,,
,,560,146.18174743652344,,,,,,,
,,561,145.96717834472656,,,,,,,
,,562,145.88150024414062,,,,,,,
,,563,145.981689453125,,,,,,,
,,564,145.97743225097656,,,,,,,
,,565,145.91184997558594,,,,,,,
,,566,145.91455078125,,,,,,,
,,567,145.94424438476562,,,,,,,
,,568,145.74952697753906,,,,,,,
,,569,145.74952697753906,,,,,,,
,,570,145.74952697753906,,,,,,,
,,571,145.74952697753906,,,,,,,
,,572,145.74952697753906,,,,,,,
,,573,145.74952697753906,,,,,,,
,,574,145.74952697753906,,,,,,,
,,575,145.74952697753906,,,,,,,
,,576,145.74952697753906,,,,,,,
,,577,145.74952697753906,,,,,,,
,,578,145.74952697753906,,,,,,,
,,579,145.74952697753906,,,,,,,
,,580,145.74952697753906,,,,,,,
,,581,145.9872283935547,,,,,,,
,,582,145.9667510986328,,,,,,,
,,583,145.8822784423828,,,,,,,
,,584,145.98109436035156,,,,,,,
,,585,145.9773406982422,,,,,,,
,,586,145.91217041015625,,,,,,,
,,587,145.91464233398438,,,,,,,
,,588,145.97718811035156,,,,,,,
,,589,145.74952697753906,,,,,,,
,,590,145.74952697753906,,,,,,,
,,591,145.84854125976562,,,,,,,
,,592,145.94935607910156,,,,,,,
,,593,145.9470977783203,,,,,,,
,,594,145.9435272216797,,,,,,,
,,595,145.946044921875,,,,,,,
,,596,145.91427612304688,,,,,,,
,,597,145.94760131835938,,,,,,,
,,598,145.87799072265625,,,,,,,
,,599,145.9160614013672,,,,,,,
,,600,145.8822784423828,,,,,,,
,,601,145.98109436035156,,,,,,,
,,602,145.97581481933594,,,,,,,
,,603,145.91217041015625,,,,,,,
,,604,145.91464233398438,,,,,,,
,,605,145.97718811035156,,,,,,,
,,606,145.91651916503906,,,,,,,
,,607,145.91481018066406,,,,,,,
,,608,145.9428253173828,,,,,,,
,,609,145.946044921875,,,,,,,
,,610,145.91427612304688,,,,,,,
,,611,145.94760131835938,,,,,,,
,,612,145.94534301757812,,,,,,,
,,613,145.8822784423828,,,,,,,
,,614,145.98109436035156,,,,,,,
,,615,145.97581481933594,,,,,,,
,,616,145.91217041015625,,,,,,,
,,617,145.91464233398438,,,,,,,
,,618,145.97718811035156,,,,,,,
,,619,145.91607666015625,,,,,,,
,,620,145.94749450683594,,,,,,,
,,621,145.943603515625,,,,,,,
,,622,145.9126739501953,,,,,,,
,,623,145.94732666015625,,,,,,,
,,624,145.91455078125,,,,,,,
,,625,145.97840881347656,,,,,,,
,,626,145.91375732421875,,,,,,,
,,627,145.98202514648438,,,,,,,
,,628,145.97410583496094,,,,,,,
,,629,145.91427612304688,,,,,,,
,,630,145.9143829345703,,,,,,,
,,631,145.94419860839844,,,,,,,
,,632,145.88308715820312,,,,,,,
,,633,145.98052978515625,,,,,,,
,,634,145.94595336914062,,,,,,,
,,635,145.81564331054688,,,,,,,
,,636,145.91441345214844,,,,,,,
,,637,145.8452606201172,,,,,,,
,,638,145.78245544433594,,,,,,,
,,639,145.85885620117188,,,,,,,
,7,1023,,145.8992462158203,-1.754738115410149e+24,,,,,
,7,1023,,,,1.5852125883102417,-857683975480.6046,,,
1.1644864082336426,8,1049,,,,,,,,
1.7201870679855347,8,1099,,,,,,,,
2.3265113830566406,8,1149,,,,,,,,
,,640,156.01522827148438,,,,,,,
,,641,155.81350708007812,,,,,,,
,,642,155.71224975585938,,,,,,,
,,643,155.82345581054688,,,,,,,
,,644,155.81881713867188,,,,,,,
,,645,155.74655151367188,,,,,,,
,,646,155.74879455566406,,,,,,,
,,647,155.7867431640625,,,,,,,
,,648,155.56561279296875,,,,,,,
,,649,155.56561279296875,,,,,,,
,,650,155.56561279296875,,,,,,,
,,651,155.56561279296875,,,,,,,
,,652,155.56561279296875,,,,,,,
,,653,155.56561279296875,,,,,,,
,,654,155.56561279296875,,,,,,,
,,655,155.56561279296875,,,,,,,
,,656,155.56561279296875,,,,,,,
,,657,155.56561279296875,,,,,,,
,,658,155.56561279296875,,,,,,,
,,659,155.56561279296875,,,,,,,
,,660,155.56561279296875,,,,,,,
,,661,155.81312561035156,,,,,,,
,,662,155.8130340576172,,,,,,,
,,663,155.71299743652344,,,,,,,
,,664,155.82289123535156,,,,,,,
,,665,155.81871032714844,,,,,,,
,,666,155.74691772460938,,,,,,,
,,667,155.74888610839844,,,,,,,
,,668,155.82330322265625,,,,,,,
,,669,155.56561279296875,,,,,,,
,,670,155.56561279296875,,,,,,,
,,671,155.67555236816406,,,,,,,
,,672,155.7873077392578,,,,,,,
,,673,155.7851104736328,,,,,,,
,,674,155.78118896484375,,,,,,,
,,675,155.78468322753906,,,,,,,
,,676,155.74850463867188,,,,,,,
,,677,155.78549194335938,,,,,,,
,,678,155.7132110595703,,,,,,,
,,679,155.75039672851562,,,,,,,
