train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_r2,train_loss_epoch,train_r2
0.03612031636522338,0,49,,,,,
0.017923758197944673,0,99,,,,,
,,0,0.012291142155764581,,,,
,,1,0.012190471388901792,,,,
,,2,0.01217038052789231,,,,
,,3,0.012233249554322485,,,,
,,4,0.012388485248789664,,,,
,,5,0.012078168544783484,,,,
,,6,0.012157076521704412,,,,
,,7,0.013903817062048218,,,,
,,8,0.012049014038509793,,,,
,,9,0.012067090140448676,,,,
,,10,0.012051844596862793,,,,
,,11,0.0120723737610711,,,,
,,12,0.0120746824476454,,,,
,,13,0.012096057997809516,,,,
,,14,0.012069866392347547,,,,
,,15,0.012015628814697265,,,,
,,16,0.012068153752221002,,,,
,,17,0.012079962094624837,,,,
,,18,0.012088492181566027,,,,
,,19,0.012091424730088975,,,,
,,20,0.012089700169033475,,,,
,,21,0.012048261898412113,,,,
,,22,0.01218477544707233,,,,
,,23,0.01215901565187986,,,,
,,24,0.012238675341819778,,,,
,,25,0.012385232266602177,,,,
,,26,0.012054800758184832,,,,
,,27,0.01215623145248245,,,,
,,28,0.013940168727542508,,,,
,,29,0.012018701765272352,,,,
,,30,0.012139362987625097,,,,
,,31,0.012066113630873135,,,,
,,32,0.012151702137965889,,,,
,,33,0.01220655571831109,,,,
,,34,0.012330063881789461,,,,
,,35,0.012062767230308158,,,,
,,36,0.012147599483584315,,,,
,,37,0.01395096228613097,,,,
,,38,0.012087653905411945,,,,
,,39,0.012141203768271444,,,,
,,40,0.012120679332391237,,,,
,,41,0.012442599825924097,,,,
,,42,0.012042258010305751,,,,
,,43,0.012188124884849685,,,,
,,44,0.013961124518363064,,,,
,,45,0.012200242473846263,,,,
,,46,0.012040608692519014,,,,
,,47,0.012480003312171388,,,,
,,48,0.012165625935172151,,,,
,,49,0.012104444107164785,,,,
,,50,0.012742769500351456,,,,
,,51,0.013388083942696432,,,,
,,52,0.012151725836350118,,,,
,,53,0.01226575300352288,,,,
,,54,0.012319646320296375,,,,
,,55,0.012075672543007107,,,,
,,56,0.012469041389664025,,,,
,,57,0.013649322036758177,,,,
,,58,0.012154110330046057,,,,
,,59,0.01211250042382339,,,,
,,60,0.012455781305520388,,,,
,,61,0.012105844186722324,,,,
,,62,0.012117672535798325,,,,
,,63,0.012777494610434493,,,,
,,64,0.013382982946197674,,,,
,,65,0.012086618672575227,,,,
,,66,0.012352698134441422,,,,
,,67,0.012274044105130978,,,,
,,68,0.012026743361943306,,,,
,,69,0.012608201107812491,,,,
,,70,0.013585066639010766,,,,
,,71,0.012177768318632985,,,,
,,72,0.012184433294663285,,,,
,,73,0.01230485661672656,,,,
,,74,0.012121870083085545,,,,
,,75,0.013770177337390659,,,,
,,76,0.012039391199747722,,,,
,,77,0.012094933162148706,,,,
,,78,0.013990025864341706,,,,
,0,125,,0.012376236701597362,-35464.16983511483,,
,0,125,,,,0.06256950326310677,nan
0.01632996511137432,1,149,,,,,
0.018639642444779385,1,199,,,,,
0.015839213084358563,1,249,,,,,
,,79,0.008845097060362616,,,,
,,80,0.008774982558232865,,,,
,,81,0.008872618736694877,,,,
,,82,0.00895396485202627,,,,
,,83,0.00873320193444511,,,,
,,84,0.009151142615005475,,,,
,,85,0.009281968418998759,,,,
,,86,0.010712865530643354,,,,
,,87,0.00923367804951138,,,,
,,88,0.009240418010287814,,,,
,,89,0.009236617883046468,,,,
,,90,0.00924221674601237,,,,
,,91,0.009244737360212538,,,,
,,92,0.009253322415881686,,,,
,,93,0.009242324696646795,,,,
,,94,0.00922014315923055,,,,
,,95,0.009242298205693562,,,,
,,96,0.009247034125857883,,,,
,,97,0.009249395794338651,,,,
,,98,0.009251005119747586,,,,
,,99,0.009251307116614448,,,,
,,100,0.008805127094435733,,,,
,,101,0.008768991929122363,,,,
,,102,0.008868908166988656,,,,
,,103,0.008955509872340721,,,,
,,104,0.008731704998770719,,,,
,,105,0.00914120911272824,,,,
,,106,0.00928248025903225,,,,
,,107,0.010727278605253921,,,,
,,108,0.009222339921527439,,,,
,,109,0.009138103097903512,,,,
,,110,0.008788841658533539,,,,
,,111,0.008915546071078128,,,,
,,112,0.00888760032008022,,,,
,,113,0.008666892162851852,,,,
,,114,0.009143672552181124,,,,
,,115,0.009279259265696496,,,,
,,116,0.010731258879193952,,,,
,,117,0.008841356188718332,,,,
,,118,0.009024649908910103,,,,
,,119,0.008764655358207548,,,,
,,120,0.008789577007399275,,,,
,,121,0.00906686635397036,,,,
,,122,0.00925908541649426,,,,
,,123,0.010736760437442287,,,,
,,124,0.008935706635413515,,,,
,,125,0.008822782008806236,,,,
,,126,0.008921037349626407,,,,
,,127,0.00889437524347806,,,,
,,128,0.009135832150096808,,,,
,,129,0.009738787135039588,,,,
,,130,0.010057384948515673,,,,
,,131,0.008865613679584269,,,,
,,132,0.00896650178105819,,,,
,,133,0.008730212714234435,,,,
,,134,0.009151387164700285,,,,
,,135,0.009546445874798169,,,,
,,136,0.01041893790428379,,,,
,,137,0.009021545238975264,,,,
,,138,0.008700144642290585,,,,
,,139,0.008868774977669658,,,,
,,140,0.009061667434499853,,,,
,,141,0.009123919432823225,,,,
,,142,0.009769175002327072,,,,
,,143,0.010001307860709237,,,,
,,144,0.008838606861594276,,,,
,,145,0.009007507181586294,,,,
,,146,0.008803141516791003,,,,
,,147,0.009133108119934378,,,,
,,148,0.009710491416171417,,,,
,,149,0.01019613581955075,,,,
,,150,0.008925521076828672,,,,
,,151,0.008974975291709883,,,,
,,152,0.008724233897897702,,,,
,,153,0.00919935569305989,,,,
,,154,0.010698231561861256,,,,
,,155,0.00923202567630344,,,,
,,156,0.009222543818703908,,,,
,,157,0.010800326955288209,,,,
,1,251,,0.009235810956900863,-28207.92162426204,,
,1,251,,,,0.016525062841584063,nan
0.015226761489668289,2,299,,,,,
0.015995888257266107,2,349,,,,,
,,158,0.010845626280859562,,,,
,,159,0.01081826141033251,,,,
,,160,0.01100142108658907,,,,
,,161,0.010699413432778386,,,,
,,162,0.010576286866112918,,,,
,,163,0.011083145012354866,,,,
,,164,0.011087474806718884,,,,
,,165,0.011648775022375145,,,,
,,166,0.011209008428785536,,,,
,,167,0.011217402087317573,,,,
,,168,0.011212139659457736,,,,
,,169,0.011219726668463813,,,,
,,170,0.01122426986694336,,,,
,,171,0.0112329363822937,,,,
,,172,0.011218023300170899,,,,
,,173,0.011197074254353841,,,,
,,174,0.011220407485961915,,,,
,,175,0.011222955915662977,,,,
,,176,0.011229919062720405,,,,
