train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_r2,train_loss_epoch,train_r2
1.0122446225628057,0,49,,,,,
0.9709464605740687,0,99,,,,,
,,0,109.44510123304606,,,,
,,1,110.35229316989411,,,,
,,2,110.42695826600745,,,,
,,3,110.51119130444862,,,,
,,4,110.41378189232668,,,,
,,5,110.4724216525953,,,,
,,6,110.36781341998783,,,,
,,7,109.99439445047621,,,,
,,8,110.38249206542969,,,,
,,9,110.38249206542969,,,,
,,10,110.38248443603516,,,,
,,11,110.38249206542969,,,,
,,12,110.38249206542969,,,,
,,13,110.38249969482422,,,,
,,14,110.38249206542969,,,,
,,15,110.38249206542969,,,,
,,16,110.38248443603516,,,,
,,17,110.38249206542969,,,,
,,18,110.38249206542969,,,,
,,19,110.38249206542969,,,,
,,20,110.38249206542969,,,,
,,21,110.14548184933035,,,,
,,22,110.00116428736402,,,,
,,23,110.45661749741818,,,,
,,24,110.38934694522604,,,,
,,25,110.51298862982179,,,,
,,26,110.47130550512,,,,
,,27,110.44958566616324,,,,
,,28,110.36856917543707,,,,
,,29,110.00632177863575,,,,
,,30,110.38249969482422,,,,
,,31,110.16360886877322,,,,
,,32,110.45000112362543,,,,
,,33,110.38934694522604,,,,
,,34,110.43950491234094,,,,
,,35,110.47131355853226,,,,
,,36,110.44958566616324,,,,
,,37,110.36856917543707,,,,
,,38,109.86190708335013,,,,
,,39,110.42744568328361,,,,
,,40,110.44989601375094,,,,
,,41,110.47305685902306,,,,
,,42,110.44379327683336,,,,
,,43,110.4645999907521,,,,
,,44,110.34978079865627,,,,
,,45,109.96433425284584,,,,
,,46,110.45452822757281,,,,
,,47,110.50510965864348,,,,
,,48,110.33313194951688,,,,
,,49,110.47242960162917,,,,
,,50,110.36782144023363,,,,
,,51,109.91673494996024,,,,
,,52,110.44166199210137,,,,
,,53,110.38933061074361,,,,
,,54,110.43598964884612,,,,
,,55,110.51022792034858,,,,
,,56,110.4277140581133,,,,
,,57,110.22543653985208,,,,
,,58,110.1381888212734,,,,
,,59,110.43951408967474,,,,
,,60,110.44774248156453,,,,
,,61,110.44380954181702,,,,
,,62,110.46458416821496,,,,
,,63,110.3497726352254,,,,
,,64,109.97104793523589,,,,
,,65,110.52073134450607,,,,
,,66,110.48211293112949,,,,
,,67,110.2660030682497,,,,
,,68,110.53240915642235,,,,
,,69,110.39722749378211,,,,
,,70,109.97064354968883,,,,
,,71,110.36189385503073,,,,
,,72,110.48083829253311,,,,
,,73,110.44135719717957,,,,
,,74,110.50310561696547,,,,
,,75,110.36945647967505,,,,
,,76,110.12229363259742,,,,
,,77,110.37867689285798,,,,
,,78,110.40836504551511,,,,
,,79,109.36255440057435,,,,
,0,125,,110.34217664700006,0.0,,
,0,125,,,,19.64680103388508,-170008846849.52588
2.491937433475436,1,149,,,,,
1.3991482064758776,1,199,,,,,
1.0674996656897837,1,249,,,,,
,,80,161.200045995038,,,,
,,81,162.81725505588,,,,
,,82,162.95037515739645,,,,
,,83,163.10053989941593,,,,
,,84,162.9268780438708,,,,
,,85,163.03140979303598,,,,
,,86,162.84493128606368,,,,
,,87,162.1792553547813,,,,
,,88,162.87110900878906,,,,
,,89,162.87109375,,,,
,,90,162.87109375,,,,
,,91,162.87110900878906,,,,
,,92,162.87109375,,,,
,,93,162.87109375,,,,
,,94,162.87109375,,,,
,,95,162.87109375,,,,
,,96,162.87109375,,,,
,,97,162.87110900878906,,,,
,,98,162.87109375,,,,
,,99,162.87109375,,,,
,,100,162.87109375,,,,
,,101,162.44858716343617,,,,
,,102,162.19132047043772,,,,
,,103,163.0032182231577,,,,
,,104,162.88330976299545,,,,
,,105,163.1037469355705,,,,
,,106,163.02944431122333,,,,
,,107,162.99071019226977,,,,
,,108,162.84629380375284,,,,
,,109,162.20051813087554,,,,
,,110,162.87109375,,,,
,,111,162.48088787179262,,,,
,,112,162.99139843584365,,,,
,,113,162.8833424319603,,,,
,,114,162.97274102664016,,,,
,,115,163.02946041804785,,,,
,,116,162.99071019226977,,,,
,,117,162.84629380375284,,,,
,,118,161.94306123203043,,,,
,,119,162.95124496547763,,,,
,,120,162.99126656196705,,,,
,,121,163.0325474999515,,,,
,,122,162.98040617218905,,,,
,,123,163.0174640797414,,,,
,,124,162.8127713015167,,,,
,,125,162.12564240651778,,,,
,,126,162.99954082982708,,,,
,,127,163.08970191899922,,,,
,,128,162.7830894460767,,,,
,,129,163.03140979303598,,,,
,,130,162.84496336704686,,,,
,,131,162.04080851848525,,,,
,,132,162.9765875924398,,,,
,,133,162.88330976299545,,,,
,,134,162.96646055324655,,,,
,,135,163.09880015464367,,,,
,,136,162.95171556115722,,,,
,,137,162.59109758277685,,,,
,,138,162.4355974288291,,,,
,,139,162.97274564927102,,,,
,,140,162.9874016110625,,,,
,,141,162.98040617218905,,,,
,,142,163.0174799022785,,,,
,,143,162.81280395524016,,,,
,,144,162.13764718454658,,,,
,,145,163.1175231633483,,,,
,,146,163.04870454782494,,,,
,,147,162.6634410149704,,,,
,,148,163.13837102719097,,,,
,,149,162.897375285965,,,,
,,150,162.13690008528917,,,,
,,151,162.8343924404206,,,,
,,152,163.04641535143213,,,,
,,153,162.97603323793317,,,,
,,154,163.086095326274,,,,
,,155,162.8478637061261,,,,
,,156,162.40725702008862,,,,
,,157,162.8642931837534,,,,
,,158,162.91725643353408,,,,
,,159,161.0528787975717,,,,
,1,251,,162.7992321105736,0.0,,
,1,251,,,,1.1601055654301782,-2029935661655.114
3.4484102205414304,2,299,,,,,
0.2706560588372878,2,349,,,,,
,,160,100.48396416582027,,,,
,,161,101.19756060344001,,,,
,,162,101.25630162661209,,,,
,,163,101.32255553753366,,,,
,,164,101.24593778785987,,,,
,,165,101.29205858220078,,,,
,,166,101.2097754571158,,,,
,,167,100.91604611366478,,,,
,,168,101.2213134765625,,,,
,,169,101.22132110595703,,,,
,,170,101.22132110595703,,,,
,,171,101.2213134765625,,,,
,,172,101.22132110595703,,,,
,,173,101.22132110595703,,,,
,,174,101.2213134765625,,,,
,,175,101.2213134765625,,,,
,,176,101.22132873535156,,,,
,,177,101.22132873535156,,,,
,,178,101.2213134765625,,,,
,,179,101.22132110595703,,,,
,,180,101.2213134765625,,,,
,,181,101.03488625118194,,,,
,,182,100.92136741532886,,,,
,,183,101.27962345292937,,,,
,,184,101.22672321110964,,,,
,,185,101.32396794844409,,,,
,,186,101.29118865944922,,,,
,,187,101.27409937020701,,,,
,,188,101.21036425539016,,,,
,,189,100.9254184690065,,,,
,,190,101.22132873535156,,,,
,,191,101.0491346522925,,,,
,,192,101.27440549241007,,,,
,,193,101.22670687662722,,,,
,,194,101.26617578754168,,,,
,,195,101.29119671286148,,,,
,,196,101.27410738284343,,,,
,,197,101.21037238512652,,,,
,,198,100.81180923454617,,,,
,,199,101.25668042598525,,,,
,,200,101.27434781861446,,,,
,,201,101.29255533496841,,,,
,,202,101.26954550590129,,,,
,,203,101.28590664125,,,,
,,204,101.19558698436192,,,,
,,205,100.89238665073742,,,,
,,206,101.2779876690507,,,,
,,207,101.31777223252053,,,,
,,208,101.18249263701146,,,,
,,209,101.29205858220078,,,,
,,210,101.2097754571158,,,,
,,211,100.85495010644773,,,,
,,212,101.26786060637437,,,,
,,213,101.22670687662722,,,,
,,214,101.26341160976489,,,,
,,215,101.32180100011267,,,,
,,216,101.25689455325785,,,,
,,217,101.09777275707586,,,,
,,218,101.02915318984878,,,,
,,219,101.26617429619445,,,,
,,220,101.27264151869481,,,,
,,221,101.26954550590129,,,,
,,222,101.28590664124998,,,,
,,223,101.19559514779279,,,,
,,224,100.89767434325937,,,,
,,225,101.33005822372304,,,,
,,226,101.29968424832391,,,,
,,227,101.12970333377429,,,,
,,228,101.33924494650283,,,,
,,229,101.23291785343928,,,,
,,230,100.89735438631014,,,,
,,231,101.20511550242391,,,,
,,232,101.2986838692357,,,,
,,233,101.26763400542097,,,,
,,234,101.3161930899166,,,,
,,235,101.21107488675095,,,,
,,236,101.01665531599514,,,,
,,237,101.21832693681209,,,,
,,238,101.24167912171754,,,,
,,239,100.41901138301643,,,,
,2,377,,101.18960861432409,0.0,,
,2,377,,,,1.09724062356928,-448981932245.96765
1.2102917270273295,3,399,,,,,
0.26222102117790913,3,449,,,,,
1.4181833367234808,3,499,,,,,
,,240,89.81797404940455,,,,
,,241,91.15952593210034,,,,
,,242,91.26995191796847,,,,
,,243,91.39452404218495,,,,
,,244,91.25045859864127,,,,
,,245,91.33718139610659,,,,
,,246,91.1824952349101,,,,
,,247,90.63028051307735,,,,
,,248,91.20419311523438,,,,
,,249,91.20419311523438,,,,
,,250,91.20418548583984,,,,
,,251,91.20419311523438,,,,
,,252,91.20419311523438,,,,
,,253,91.20419311523438,,,,
,,254,91.20419311523438,,,,
,,255,91.20418548583984,,,,
,,256,91.20419311523438,,,,
,,257,91.20419311523438,,,,
,,258,91.20419311523438,,,,
,,259,91.20419311523438,,,,
,,260,91.20417785644531,,,,
,,261,90.85369816285734,,,,
,,262,90.64029120243855,,,,
,,263,91.31380065829933,,,,
,,264,91.21432253066357,,,,
,,265,91.39716683595158,,,,
,,266,91.33555237364352,,,,
,,267,91.30341499886737,,,,
,,268,91.18361082136319,,,,
,,269,90.64789380744688,,,,
,,270,91.20417785644531,,,,
,,271,90.88048825214344,,,,
,,272,91.30399723844064,,,,
,,273,91.21433069790477,,,,
,,274,91.28850485651904,,,,
,,275,91.33554432023126,,,,
,,276,91.30341499886737,,,,
,,277,91.18361895109955,,,,
,,278,90.43433573962618,,,,
,,279,91.27066489110871,,,,
,,280,91.30387811188335,,,,
,,281,91.33812091525883,,,,
,,282,91.29484909389215,,,,
,,283,91.32561160225556,,,,
,,284,91.1558078630739,,,,
,,285,90.58579825000292,,,,
,,286,91.31073501913586,,,,
,,287,91.38553301018104,,,,
,,288,91.1311991706853,,,,
,,289,91.33718139610659,,,,
,,290,91.1824952349101,,,,
,,291,90.51541226781171,,,,
,,292,91.29169366932463,,,,
,,293,91.21433069790477,,,,
,,294,91.28329969062736,,,,
,,295,91.3930846186812,,,,
,,296,91.27107207019677,,,,
,,297,90.9719292044031,,,,
,,298,90.8429116563141,,,,
,,299,91.28851567500743,,,,
,,300,91.30066340447438,,,,
,,301,91.29486535887582,,,,
,,302,91.32559577971843,,,,
,,303,91.1558078630739,,,,
,,304,90.59574319471095,,,,
,,305,91.40861547838993,,,,
,,306,91.3515219261881,,,,
,,307,91.03192968376833,,,,
,,308,91.42589794576145,,,,
,,309,91.22598865648946,,,,
,,310,90.59513186064665,,,,
,,311,91.1737327202964,,,,
,,312,91.3496267388877,,,,
,,313,91.2912390832516,,,,
,,314,91.38255285916355,,,,
