train_loss_step,train_r2_step,train_mae_step,epoch,step,val_loss_step,val_r2_step,val_mae_step,val_loss_epoch,val_r2_epoch,val_mae_epoch,train_loss_epoch,train_r2_epoch,train_mae_epoch
0.9174509648266981,-1768271.1213462376,1.04632568359375,0,49,,,,,,,,,
,,,,0,0.8452964525064945,-3332649.077365373,1.3860429525375366,,,,,,
,,,,1,0.8064703310032826,-5644666.32451771,1.3392925262451172,,,,,,
,,,,2,0.8259038210220899,-5738014.565110315,1.3004025220870972,,,,,,
,,,,3,0.8865566944502687,-25807642.583102167,1.2526952028274536,,,,,,
,,,,4,0.9999999416120097,0.0,1.2752058506011963,,,,,,
,,,,5,1.0000000644233145,0.0,1.272115707397461,,,,,,
,,,,6,0.9999999906684699,0.0,1.3156741857528687,,,,,,
,,,,7,0.9999999766144955,0.0,1.3270832300186157,,,,,,
,,,,8,0.9999999100079788,0.0,1.295419692993164,,,,,,
,,,,9,1.0000000383590664,0.0,1.2768430709838867,,,,,,
,,,,10,1.0000000059541867,0.0,1.2913024425506592,,,,,,
,,,,11,0.85806140410811,-2780860.30999051,1.3825256824493408,,,,,,
,,,,12,0.8064801823232953,-5660624.883326317,1.3432822227478027,,,,,,
,,,,13,0.8261661757199005,-5773392.545406616,1.3108536005020142,,,,,,
,,,,14,0.8871738400329539,-25952421.237104475,1.27120041847229,,,,,,
,,,,15,1.000000026900763,0.0,1.2962565422058105,,,,,,
,,,,16,0.7924074524783347,-4126805.8888940713,1.3215627670288086,,,,,,
,,,,17,0.710297167099876,-3444172.10646291,1.331181287765503,,,,,,
,,,,18,0.8718990826537116,-14853825.034473473,1.273388147354126,,,,,,
,,,,19,0.8149076711214255,-3175103.823856022,1.2827436923980713,,,,,,
,,,,20,0.8509462846719626,-5848431.21089887,1.363682746887207,,,,,,
,,,,21,0.8159815105546576,-3766917.1117757484,1.2926814556121826,,,,,,
,,,,22,0.8599364121875057,-3995762.5149648683,1.2551019191741943,,,,,,
,,,,23,0.8374856002958965,-5748768.831844421,1.3526920080184937,,,,,,
,,,,24,0.8359763441987185,-3723013.820354921,1.2990565299987793,,,,,,
,,,,25,0.8459223130871816,-21652231.547949456,1.2499650716781616,,,,,,
,,,,26,0.857581073392287,-3275504.1432671566,1.3380067348480225,,,,,,
,,,,27,0.7899319613811191,-4576536.010038517,1.305666208267212,,,,,,
,,,,28,0.8459220227916048,-21698305.78755895,1.2570089101791382,,,,,,
,,,,29,0.8444314187956299,-5000768.614864525,1.325477123260498,,,,,,
,,,,30,0.8433012708839596,-6504231.020749236,1.3092800378799438,,,,,,
,,,,31,0.8313826303647556,-21010659.354625683,1.2726062536239624,,,,,,
,,,,32,0.8197186963006953,-4783901.998320354,1.3256900310516357,,,,,,
,,,,33,0.7495198899458514,-2341103.1541902693,1.294400930404663,,,,,,
,,,,34,0.8716082649495631,-14845271.225043649,1.2738028764724731,,,,,,
,,,,35,0.848931215672876,-6999960.312344514,1.3059080839157104,,,,,,
,,,,36,0.7818706339928976,-8078005.601907154,1.3208881616592407,,,,,,
,,,,37,0.8711044065269867,-16035820.464567186,1.2649420499801636,,,,,,
,,,,38,0.912526751219048,-36427201.03499292,1.3099368810653687,,,,,,
,,,,39,1.0000000389952617,0.0,1.2724212408065796,,,,,,
,,,0,61,,,,0.8686802277712622,-7709619.672353335,1.3039482831954956,,,
,,,0,61,,,,,,,0.8656463671564956,-5963887.809250772,1.059705376625061
0.8548888707628284,-2315055.137960886,1.2906153202056885,1,99,,,,,,,,,
,,,,40,0.857915086009804,-4343059.823885463,1.417555332183838,,,,,,
