train_loss_step,train_mcc_step,train_acc_step,train_precision_step,train_recall_step,epoch,step,val_loss_step,val_mcc_step,val_acc_step,val_precision_step,val_recall_step,val_loss_epoch,val_mcc_epoch,val_acc_epoch,val_precision_epoch,val_recall_epoch,train_loss_epoch,train_mcc_epoch,train_acc_epoch,train_precision_epoch,train_recall_epoch
0.6503748893737793,0.0,0.25,0.0,0.0,0,49,,,,,,,,,,,,,,,
,,,,,,0,0.37746256589889526,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,1,0.3779870569705963,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,2,0.11642628908157349,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,3,0.11635251343250275,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,4,0.9009561538696289,0.0,0.625,0.625,1.0,,,,,,,,,,
,,,,,,5,0.377861350774765,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,6,1.9470081329345703,0.0,0.125,0.125,1.0,,,,,,,,,,
,,,,,,7,2.2086076736450195,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,8,2.2087550163269043,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,9,2.2086315155029297,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,10,2.2085390090942383,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,11,2.208512783050537,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,12,2.2086730003356934,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,13,0.1165168434381485,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,14,0.378075510263443,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,15,0.11644182354211807,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,16,0.11636854708194733,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,17,0.9009503126144409,0.0,0.625,0.625,1.0,,,,,,,,,,
,,,,,,18,0.3778454661369324,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,19,1.947174072265625,0.0,0.125,0.125,1.0,,,,,,,,,,
,,,,,,20,0.37800687551498413,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,21,0.377946674823761,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,22,0.1163971871137619,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,23,0.6394410133361816,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,24,0.6394268274307251,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,25,0.6396070718765259,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,26,0.37798410654067993,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,27,0.11643768846988678,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,28,0.11635656654834747,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,29,1.1625561714172363,0.0,0.5,0.5,1.0,,,,,,,,,,
,,,,,,30,0.3780173361301422,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,31,0.3779025077819824,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,32,0.11641499400138855,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,33,0.377909392118454,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,34,0.9009808897972107,0.0,0.625,0.625,1.0,,,,,,,,,,
,,,,,,35,0.37802767753601074,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,36,0.37790530920028687,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,37,0.11641424149274826,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,38,0.6394173502922058,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,39,0.6394377946853638,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,40,0.37797796726226807,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,41,0.3779275715351105,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,42,0.11637161672115326,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,43,0.6394156217575073,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,44,0.6394090056419373,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,45,0.37791743874549866,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,46,0.3780319094657898,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,47,0.11635024100542068,0.0,1.0,1.0,1.0,,,,,,,,,,
,,,,,,48,0.9009351134300232,0.0,0.625,0.625,1.0,,,,,,,,,,
,,,,,,49,0.3778098225593567,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,50,0.639525294303894,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,51,0.3779538869857788,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,52,0.3778347074985504,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,53,0.6394073963165283,0.0,0.75,0.75,1.0,,,,,,,,,,
,,,,,,54,1.6856359243392944,0.0,0.25,0.25,1.0,,,,,,,,,,
,,,,,,55,0.8138523101806641,0.0,0.6666666865348816,0.6666666865348816,1.0,,,,,,,,,,
,,,,,0,88,,,,,,0.698091983795166,0.0,0.7219731211662292,0.7219731211662292,0.8923766613006592,,,,,
,,,,,0,88,,,,,,,,,,,0.7320640683174133,0.015775764361023903,0.5830985903739929,0.5841046571731567,0.7265594005584717
0.7175447344779968,-0.774596631526947,0.125,0.25,0.20000000298023224,1,99,,,,,,,,,,,,,,,
0.3828105926513672,0.0,0.875,0.875,1.0,1,149,,,,,,,,,,,,,,,
,,,,,,56,0.45515185594558716,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,57,0.45513680577278137,0.0,0.875,0.875,1.0,,,,,,,,,,
,,,,,,58,0.34386807680130005,0.0,1.0,1.0,1.0,,,,,,,,,,
