train_loss_step,train_mcc_step,train_acc_step,train_precision_step,train_recall_step,epoch,step,val_loss_step,val_mcc_step,val_acc_step,val_precision_step,val_recall_step,val_loss_epoch,val_mcc_epoch,val_acc_epoch,val_precision_epoch,val_recall_epoch,train_loss_epoch,train_mcc_epoch,train_acc_epoch,train_precision_epoch,train_recall_epoch
0.14897069334983826,0.0,0.9537671208381653,0.0,0.0,0,49,,,,,,,,,,,,,,,
,,,,,,0,0.7131564617156982,0.0,0.8253424763679504,0.0,0.0,,,,,,,,,,
,,,,,,1,0.31522631645202637,0.0,0.9006849527359009,0.0,0.0,,,,,,,,,,
,,,,,,2,0.14174751937389374,0.0,0.9554794430732727,0.0,0.0,,,,,,,,,,
,,,,,,3,0.09218038618564606,0.0,0.9674657583236694,0.0,0.0,,,,,,,,,,
,,,,,,4,0.03182804211974144,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,5,0.031828202307224274,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,6,0.031800225377082825,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,7,0.0317908450961113,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,8,0.03180871158838272,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,9,0.03180752694606781,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,10,0.1562453806400299,0.0,0.9777397513389587,0.0,0.0,,,,,,,,,,
,,,,,,11,0.26368042826652527,0.0,0.909246563911438,0.0,0.0,,,,,,,,,,
,,,,,,12,0.31367623805999756,0.0,0.892123281955719,0.0,0.0,,,,,,,,,,
,,,,,,13,0.2580696642398834,0.0,0.8989726305007935,0.0,0.0,,,,,,,,,,
,,,,,,14,0.0972428247332573,0.0,0.9743150472640991,0.0,0.0,,,,,,,,,,
,,,,,,15,0.21022114157676697,0.0,0.9400684833526611,0.0,0.0,,,,,,,,,,
,,,,,,16,0.24102936685085297,0.0,0.9126712083816528,0.0,0.0,,,,,,,,,,
,,,,,,17,0.2323845624923706,0.0,0.931506872177124,0.0,0.0,,,,,,,,,,
,,,,,,18,0.10755927860736847,0.0,0.9554794430732727,0.0,0.0,,,,,,,,,,
,,,,,,19,0.15492825210094452,0.0,0.9366438388824463,0.0,0.0,,,,,,,,,,
,,,,,,20,0.3088873326778412,0.0,0.9058219194412231,0.0,0.0,,,,,,,,,,
,,,,,,21,0.23701941967010498,0.0,0.9075342416763306,0.0,0.0,,,,,,,,,,
,,,,,,22,0.17318978905677795,0.0,0.9297945499420166,0.0,0.0,,,,,,,,,,
