train_loss_step,train_r2_step,train_mae_step,epoch,step,val_loss_step,val_r2_step,val_mae_step,val_loss_epoch,val_r2_epoch,val_mae_epoch,train_loss_epoch,train_r2_epoch,train_mae_epoch
0.02786627875434028,-113272.54080628316,0.13249251246452332,0,49,,,,,,,,,
0.019471502304077147,-51054.7202346058,0.11081565916538239,0,99,,,,,,,,,
,,,,0,0.011660456657409668,-32.53655247159752,0.08725284785032272,,,,,,
,,,,1,0.011798834800720215,-30412.363606619158,0.089858777821064,,,,,,
,,,,2,0.011810281541612414,-31010.80242283493,0.0896088033914566,,,,,,
,,,,3,0.011748107274373372,-62077.622862413285,0.0888819769024849,,,,,,
,,,,4,0.012043717172410753,-41296.521336964324,0.09032125771045685,,,,,,
,,,,5,0.011950042512681749,-33787.184817053356,0.08980760723352432,,,,,,
,,,,6,0.012386796209547255,-35632.40212155888,0.09172682464122772,,,,,,
,,,,7,0.013624371422661676,-39485.49263412323,0.09240692108869553,,,,,,
,,,,8,0.011471366882324219,0.0,0.08827157318592072,,,,,,
,,,,9,0.011487772729661729,0.0,0.08835665136575699,,,,,,
,,,,10,0.01147882276111179,0.0,0.08831243216991425,,,,,,
,,,,11,0.011486154132419163,0.0,0.08834843337535858,,,,,,
,,,,12,0.011474956406487359,0.0,0.08828850090503693,,,,,,
,,,,13,0.01150282621383667,0.0,0.08844209462404251,,,,,,
,,,,14,0.011466120349036322,0.0,0.08824139088392258,,,,,,
,,,,15,0.011480535401238336,0.0,0.08832136541604996,,,,,,
,,,,16,0.011490074793497722,0.0,0.08837287873029709,,,,,,
,,,,17,0.011469197273254395,0.0,0.08826187998056412,,,,,,
,,,,18,0.0114646487765842,0.0,0.08823718875646591,,,,,,
,,,,19,0.011474680900573731,0.0,0.0882897600531578,,,,,,
,,,,20,0.01146235466003418,0.0,0.08822744339704514,,,,,,
,,,,21,0.011493076218499078,0.0,0.08838851004838943,,,,,,
,,,,22,0.011731598112318251,-25.93611498587953,0.08797115087509155,,,,,,
,,,,23,0.011897439426845974,-35290.80736278992,0.09037530422210693,,,,,,
,,,,24,0.011748237080044216,-36607.04379589462,0.08911126106977463,,,,,,
,,,,25,0.011688301298353408,-37950.73272753884,0.088838130235672,,,,,,
,,,,26,0.012042085329691568,-42057.82105889615,0.09011497348546982,,,,,,
,,,,27,0.01198623710208469,-36414.75831850512,0.09015871584415436,,,,,,
,,,,28,0.01230515374077691,-33709.96663100333,0.09137018024921417,,,,,,
,,,,29,0.01362515820397271,-39484.49549531722,0.09240278601646423,,,,,,
,,,,30,0.011486181947920058,0.0,0.0883532240986824,,,,,,
,,,,31,0.011596437295277913,-32783.8918411084,0.0886993259191513,,,,,,
,,,,32,0.011777300304836697,-30382.12883112119,0.08975555747747421,,,,,,
,,,,33,0.01179270479414198,-30978.401953305212,0.08951593190431595,,,,,,
,,,,34,0.011750348409016927,-62086.890692591,0.08888895064592361,,,,,,
,,,,35,0.012061797247992622,-41039.061898113905,0.09062082320451736,,,,,,
,,,,36,0.011988343132866754,-36418.86101337806,0.09016736596822739,,,,,,
,,,,37,0.012290691004859076,-33678.38604524681,0.09129524976015091,,,,,,
,,,,38,0.013642292552524143,-39540.154700300394,0.0924982950091362,,,,,,
,,,,39,0.011870622634887695,-25341.78523621312,0.0899224504828453,,,,,,
,,,,40,0.011872439914279513,-28919.344779110044,0.09007225185632706,,,,,,
,,,,41,0.011522708998786078,-60960.49674262753,0.08770466595888138,,,,,,
,,,,42,0.012166027228037517,-42528.80850589661,0.09114933013916016,,,,,,
,,,,43,0.011968489487965901,-34558.4630489401,0.0900951623916626,,,,,,
,,,,44,0.012097438176472982,-35282.52916110888,0.09101132303476334,,,,,,
,,,,45,0.01274415651957194,-39538.8170444857,0.0921938493847847,,,,,,
,,,,46,0.013228074709574381,-37106.07235758978,0.091840460896492,,,,,,
,,,,47,0.011549663543701173,-35210.16021785831,0.0880579724907875,,,,,,
,,,,48,0.011740566624535455,-32709.504422055266,0.08922983705997467,,,,,,
,,,,49,0.012010799513922798,-34005.82037172925,0.0903845801949501,,,,,,
,,,,50,0.012216777271694608,-45509.966313882076,0.09113074094057083,,,,,,
,,,,51,0.012778254350026448,-36750.1777289825,0.09245555847883224,,,,,,
,,,,52,0.01306600570678711,-29678.222478076324,0.0909968689084053,,,,,,
,,,,53,0.011806432406107585,-31002.39500570128,0.08958698064088821,,,,,,
,,,,54,0.011759508980645074,-62114.4141782611,0.0889432281255722,,,,,,
,,,,55,0.012071609497070312,-41063.09207086525,0.09067520499229431,,,,,,
,,,,56,0.011980889903174505,-36403.672067331194,0.09013199061155319,,,,,,
,,,,57,0.012286839220258925,-33670.71922654915,0.0912708193063736,,,,,,
,,,,58,0.013640406396653917,-39534.162150608136,0.09248999506235123,,,,,,
,,,,59,0.012057794464959038,-34756.741233243556,0.09101936221122742,,,,,,
,,,,60,0.011513129870096842,-60353.90145327366,0.08777090162038803,,,,,,
,,,,61,0.012079637580447727,-42349.320829831515,0.09062688797712326,,,,,,
,,,,62,0.011968530548943413,-34805.17301260897,0.0902019813656807,,,,,,
,,,,63,0.012126115957895915,-36371.01926188324,0.09095562994480133,,,,,,
,,,,64,0.012774770789676242,-36831.56556809168,0.09235861897468567,,,,,,
