train_loss_step,train_acc_step,epoch,step,val_loss_step,val_acc_step,val_loss_epoch,val_acc_epoch,train_loss_epoch,train_acc_epoch,test_loss_step,test_acc_step,test_loss_epoch,test_acc_epoch
,,,110,3.3879904747009277,0.0,,,,,,,,
,,,111,2.8526206016540527,0.0,,,,,,,,
,,,112,1.6988788843154907,0.0,,,,,,,,
,,,113,1.791601300239563,0.0,,,,,,,,
,,,114,6.790010929107666,0.0,,,,,,,,
,,,115,1.6741994619369507,0.0,,,,,,,,
,,,116,11.675106048583984,0.0,,,,,,,,
,,,117,3.3879904747009277,0.0,,,,,,,,
,,,118,2.8526201248168945,0.0,,,,,,,,
,,,119,1.6988788843154907,0.0,,,,,,,,
,,,120,1.791601300239563,0.0,,,,,,,,
,,,121,4.4144744873046875,0.0,,,,,,,,
,,,122,8.548748016357422,0.0,,,,,,,,
,,,123,5.7664947509765625,0.0,,,,,,,,
,,,124,3.1093437671661377,0.0,,,,,,,,
,,,125,2.1774134635925293,0.0,,,,,,,,
,,,126,1.8042500019073486,0.0,,,,,,,,
,,,127,4.096654415130615,0.0,,,,,,,,
,,,128,7.442773818969727,0.0,,,,,,,,
,,,129,7.001772880554199,0.0,,,,,,,,
,,,130,3.2614035606384277,0.0,,,,,,,,
,,,131,2.008781909942627,0.0,,,,,,,,
,,,132,1.9953422546386719,0.0,,,,,,,,
,,,133,1.6658108234405518,0.0,,,,,,,,
,,,134,5.313704490661621,0.0,,,,,,,,
,,,135,8.313375473022461,0.0,,,,,,,,
,,,136,4.2503275871276855,0.0,,,,,,,,
,,,137,2.008781909942627,0.0,,,,,,,,
,,,138,1.9615970849990845,0.0,,,,,,,,
,,,139,1.6545149087905884,0.0,,,,,,,,
,,,140,1.6741994619369507,0.0,,,,,,,,
,,,141,11.675106048583984,0.0,,,,,,,,
,,,142,3.3879904747009277,0.0,,,,,,,,
,,,143,2.8526201248168945,0.0,,,,,,,,
,,,144,1.6988788843154907,0.0,,,,,,,,
,,,145,1.791601300239563,0.0,,,,,,,,
,,,146,2.1411447525024414,0.0,,,,,,,,
,,,147,8.96554946899414,0.0,,,,,,,,
,,,148,3.684117317199707,0.0,,,,,,,,
,,,149,2.5050277709960938,0.0,,,,,,,,
,,,150,1.6746426820755005,0.0,,,,,,,,
,,,151,1.1557557582855225,0.0,,,,,,,,
,,,152,1.3010482788085938,0.0,,,,,,,,
,,,153,1.3175370693206787,0.0,,,,,,,,
,,1,253,,,3.7786600589752197,0.0,,,,,,
,,1,253,,,,,3.075523614883423,0.0,,,,
1.9346392154693604,0.0,2,299,,,,,,,,,,
1.3351105451583862,0.0,2,349,,,,,,,,,,
,,,154,2.953725814819336,0.0,,,,,,,,
,,,155,1.3681432008743286,0.0,,,,,,,,
,,,156,0.7423402667045593,0.0,,,,,,,,
,,,157,1.1185468435287476,0.0,,,,,,,,
,,,158,0.6504483819007874,0.0,,,,,,,,
,,,159,0.3820571005344391,0.0,,,,,,,,
,,,160,0.3102636933326721,0.0,,,,,,,,
,,,161,0.13806907832622528,0.0,,,,,,,,
,,,162,0.09129256010055542,0.0,,,,,,,,
,,,163,0.09129256010055542,0.0,,,,,,,,
,,,164,0.09129256010055542,0.0,,,,,,,,
,,,165,0.09129256010055542,0.0,,,,,,,,
,,,166,0.09129256010055542,0.0,,,,,,,,
,,,167,0.09129256010055542,0.0,,,,,,,,
,,,168,0.09129256010055542,0.0,,,,,,,,
,,,169,0.09129256010055542,0.0,,,,,,,,
,,,170,0.09129256010055542,0.0,,,,,,,,
,,,171,0.09129256010055542,0.0,,,,,,,,
,,,172,0.09129256010055542,0.0,,,,,,,,
,,,173,0.09129256010055542,0.0,,,,,,,,
,,,174,0.5350031852722168,0.0,,,,,,,,
,,,175,2.160536050796509,0.0,,,,,,,,
,,,176,0.3895913064479828,0.0,,,,,,,,
,,,177,1.3943089246749878,0.0,,,,,,,,
,,,178,0.5875316858291626,0.0,,,,,,,,
,,,179,0.4637431800365448,0.0,,,,,,,,
,,,180,0.38601449131965637,0.0,,,,,,,,
,,,181,0.2654709219932556,0.0,,,,,,,,
,,,182,0.09253890067338943,0.0,,,,,,,,
,,,183,0.09129256010055542,0.0,,,,,,,,
,,,184,1.75327730178833,0.0,,,,,,,,
,,,185,0.2918631434440613,0.0,,,,,,,,
,,,186,1.5502269268035889,0.0,,,,,,,,
,,,187,0.5427790284156799,0.0,,,,,,,,
,,,188,0.4442634582519531,0.0,,,,,,,,
,,,189,0.3132759630680084,0.0,,,,,,,,
,,,190,0.25352931022644043,0.0,,,,,,,,
,,,191,1.046842336654663,0.0,,,,,,,,
,,,192,0.29186317324638367,0.0,,,,,,,,
,,,193,1.5502269268035889,0.0,,,,,,,,
,,,194,0.5427790284156799,0.0,,,,,,,,
,,,195,0.4442634582519531,0.0,,,,,,,,
,,,196,0.3132759630680084,0.0,,,,,,,,
,,,197,0.25352931022644043,0.0,,,,,,,,
,,,198,0.7318671345710754,0.0,,,,,,,,
,,,199,1.150329351425171,0.0,,,,,,,,
,,,200,0.7809749245643616,0.0,,,,,,,,
,,,201,0.4727467894554138,0.0,,,,,,,,
,,,202,0.4333062171936035,0.0,,,,,,,,
,,,203,0.2654709219932556,0.0,,,,,,,,
,,,204,0.6457667350769043,0.0,,,,,,,,
,,,205,1.0504865646362305,0.0,,,,,,,,
,,,206,0.8771454691886902,0.0,,,,,,,,
,,,207,0.5246921181678772,0.0,,,,,,,,
,,,208,0.3820570707321167,0.0,,,,,,,,
,,,209,0.34309855103492737,0.0,,,,,,,,
,,,210,0.25141575932502747,0.0,,,,,,,,
,,,211,0.7423402667045593,0.0,,,,,,,,
,,,212,1.1185468435287476,0.0,,,,,,,,
,,,213,0.6562074422836304,0.0,,,,,,,,
,,,214,0.3820571005344391,0.0,,,,,,,,
,,,215,0.3102636933326721,0.0,,,,,,,,
,,,216,0.2357972115278244,0.0,,,,,,,,
,,,217,0.2918631434440613,0.0,,,,,,,,
,,,218,1.5502269268035889,0.0,,,,,,,,
,,,219,0.5427790284156799,0.0,,,,,,,,
,,,220,0.4442634582519531,0.0,,,,,,,,
,,,221,0.3132759630680084,0.0,,,,,,,,
,,,222,0.25352928042411804,0.0,,,,,,,,
,,,223,0.3895913064479828,0.0,,,,,,,,
,,,224,1.199989676475525,0.0,,,,,,,,
,,,225,0.5658532977104187,0.0,,,,,,,,
,,,226,0.34092792868614197,0.0,,,,,,,,
,,,227,0.26724472641944885,0.0,,,,,,,,
,,,228,0.1076686903834343,0.0,,,,,,,,
,,,229,0.14758792519569397,0.0,,,,,,,,
,,,230,0.14559997618198395,0.0,,,,,,,,
,,2,380,,,0.5536635518074036,0.0,,,,,,
,,2,380,,,,,1.6510621309280396,0.032673267326732675,,,,
0.14561501145362854,0.625,3,399,,,,,,,,,,
0.16539797186851501,0.0,3,449,,,,,,,,,,
0.11357424408197403,0.25,3,499,,,,,,,,,,
,,,231,3.124237537384033,0.0,,,,,,,,
,,,232,1.4643489122390747,0.0,,,,,,,,
,,,233,0.7536711692810059,0.0,,,,,,,,
,,,234,1.1033297777175903,0.0,,,,,,,,
,,,235,0.6024595499038696,0.0,,,,,,,,
,,,236,0.36696112155914307,0.0,,,,,,,,
,,,237,0.3518354892730713,0.0,,,,,,,,
,,,238,0.12847183644771576,0.0,,,,,,,,
,,,239,0.1049303263425827,0.0,,,,,,,,
,,,240,0.1049303188920021,0.0,,,,,,,,
,,,241,0.1049303263425827,0.0,,,,,,,,
,,,242,0.1049303263425827,0.0,,,,,,,,
,,,243,0.1049303263425827,0.0,,,,,,,,
,,,244,0.1049303188920021,0.0,,,,,,,,
,,,245,0.1049303263425827,0.0,,,,,,,,
,,,246,0.1049303263425827,0.0,,,,,,,,
,,,247,0.1049303188920021,0.0,,,,,,,,
,,,248,0.1049303263425827,0.0,,,,,,,,
,,,249,0.1049303263425827,0.0,,,,,,,,
,,,250,0.1049303263425827,0.0,,,,,,,,
,,,251,0.5720110535621643,0.0,,,,,,,,
,,,252,2.2600531578063965,0.0,,,,,,,,
,,,253,0.41756248474121094,0.0,,,,,,,,
,,,254,1.4169660806655884,0.0,,,,,,,,
,,,255,0.5681668519973755,0.0,,,,,,,,
,,,256,0.4056037962436676,0.0,,,,,,,,
,,,257,0.38614198565483093,0.0,,,,,,,,
,,,258,0.28414463996887207,0.0,,,,,,,,
,,,259,0.10510050505399704,0.0,,,,,,,,
,,,260,0.1049303263425827,0.0,,,,,,,,
,,,261,1.871734380722046,0.0,,,,,,,,
,,,262,0.28884628415107727,0.0,,,,,,,,
,,,263,1.562805414199829,0.0,,,,,,,,
,,,264,0.517088770866394,0.0,,,,,,,,
,,,265,0.4023973345756531,0.0,,,,,,,,
,,,266,0.3063773214817047,0.0,,,,,,,,
,,,267,0.27865150570869446,0.0,,,,,,,,
,,,268,1.126726508140564,0.0,,,,,,,,
,,,269,0.28884628415107727,0.0,,,,,,,,
,,,270,1.562805414199829,0.0,,,,,,,,
,,,271,0.517088770866394,0.0,,,,,,,,
,,,272,0.4023973345756531,0.0,,,,,,,,
,,,273,0.3063773214817047,0.0,,,,,,,,
,,,274,0.27865150570869446,0.0,,,,,,,,
,,,275,0.7905053496360779,0.0,,,,,,,,
,,,276,1.1618525981903076,0.0,,,,,,,,
,,,277,0.7731642127037048,0.0,,,,,,,,
,,,278,0.42156708240509033,0.0,,,,,,,,
,,,279,0.4264216125011444,0.0,,,,,,,,
,,,280,0.28414463996887207,0.0,,,,,,,,
,,,281,0.7057060599327087,0.0,,,,,,,,
,,,282,1.057091474533081,0.0,,,,,,,,
,,,283,0.8770478963851929,0.0,,,,,,,,
,,,284,0.47581228613853455,0.0,,,,,,,,
,,,285,0.3669610917568207,0.0,,,,,,,,
,,,286,0.3700506091117859,0.0,,,,,,,,
,,,287,0.2822839617729187,0.0,,,,,,,,
,,,288,0.7536711692810059,0.0,,,,,,,,
,,,289,1.1033297777175903,0.0,,,,,,,,
,,,290,0.6085861921310425,0.0,,,,,,,,
,,,291,0.36696112155914307,0.0,,,,,,,,
,,,292,0.3518354892730713,0.0,,,,,,,,
,,,293,0.2571880519390106,0.0,,,,,,,,
,,,294,0.28884628415107727,0.0,,,,,,,,
,,,295,1.562805414199829,0.0,,,,,,,,
,,,296,0.517088770866394,0.0,,,,,,,,
,,,297,0.4023973047733307,0.0,,,,,,,,
,,,298,0.3063773214817047,0.0,,,,,,,,
,,,299,0.27865150570869446,0.0,,,,,,,,
,,,300,0.41756245493888855,0.0,,,,,,,,
,,,301,1.2002357244491577,0.0,,,,,,,,
,,,302,0.5265730023384094,0.0,,,,,,,,
,,,303,0.3159923255443573,0.0,,,,,,,,
,,,304,0.2614976763725281,0.0,,,,,,,,
,,,305,0.11319149285554886,0.0,,,,,,,,
,,,306,0.16117317974567413,0.0,,,,,,,,
,,,307,0.15603317320346832,0.0,,,,,,,,
,,3,507,,,0.5627084970474243,0.0,,,,,,
,,3,507,,,,,0.2196604162454605,0.2742574257425743,,,,
0.2208542376756668,0.625,4,549,,,,,,,,,,
0.11480057239532471,0.125,4,599,,,,,,,,,,
,,,308,3.1024017333984375,0.0,,,,,,,,
,,,309,1.4502390623092651,0.0,,,,,,,,
,,,310,0.7312837839126587,0.0,,,,,,,,
,,,311,1.0432640314102173,0.0,,,,,,,,
,,,312,0.5910624265670776,0.0,,,,,,,,
,,,313,0.37373411655426025,0.0,,,,,,,,
,,,314,0.33087992668151855,0.0,,,,,,,,
,,,315,0.09635310620069504,0.0,,,,,,,,
,,,316,0.05494949221611023,0.0,,,,,,,,
,,,317,0.05494948476552963,0.0,,,,,,,,
,,,318,0.05494948476552963,0.0,,,,,,,,
,,,319,0.05494949221611023,0.0,,,,,,,,
,,,320,0.05494948476552963,0.0,,,,,,,,
,,,321,0.05494948476552963,0.0,,,,,,,,
,,,322,0.05494948476552963,0.0,,,,,,,,
,,,323,0.05494949221611023,0.0,,,,,,,,
,,,324,0.05494949594140053,0.0,,,,,,,,
,,,325,0.05494948476552963,0.0,,,,,,,,
,,,326,0.05494949594140053,0.0,,,,,,,,
,,,327,0.05494948476552963,0.0,,,,,,,,
,,,328,0.5111774802207947,0.0,,,,,,,,
,,,329,2.2189865112304688,0.0,,,,,,,,
,,,330,0.41169196367263794,0.0,,,,,,,,
,,,331,1.3579156398773193,0.0,,,,,,,,
,,,332,0.5461199879646301,0.0,,,,,,,,
,,,333,0.38607001304626465,0.0,,,,,,,,
,,,334,0.38850152492523193,0.0,,,,,,,,
,,,335,0.26207005977630615,0.0,,,,,,,,
,,,336,0.05579947680234909,0.0,,,,,,,,
,,,337,0.05494948476552963,0.0,,,,,,,,
,,,338,1.877465844154358,0.0,,,,,,,,
,,,339,0.2769680917263031,0.0,,,,,,,,
,,,340,1.492502212524414,0.0,,,,,,,,
,,,341,0.5168066024780273,0.0,,,,,,,,
,,,342,0.38294219970703125,0.0,,,,,,,,
,,,343,0.3091244697570801,0.0,,,,,,,,
,,,344,0.25122150778770447,0.0,,,,,,,,
,,,345,1.103047251701355,0.0,,,,,,,,
,,,346,0.2769680917263031,0.0,,,,,,,,
,,,347,1.492502212524414,0.0,,,,,,,,
,,,348,0.5168065428733826,0.0,,,,,,,,
,,,349,0.38294219970703125,0.0,,,,,,,,
,,,350,0.3091244697570801,0.0,,,,,,,,
,,,351,0.25122150778770447,0.0,,,,,,,,
,,,352,0.7793756723403931,0.0,,,,,,,,
,,,353,1.108527421951294,0.0,,,,,,,,
,,,354,0.7375710606575012,0.0,,,,,,,,
,,,355,0.4013004004955292,0.0,,,,,,,,
,,,356,0.4422781765460968,0.0,,,,,,,,
,,,357,0.26207005977630615,0.0,,,,,,,,
,,,358,0.6819908022880554,0.0,,,,,,,,
,,,359,1.0274237394332886,0.0,,,,,,,,
,,,360,0.8064677119255066,0.0,,,,,,,,
,,,361,0.4709228277206421,0.0,,,,,,,,
,,,362,0.37373411655426025,0.0,,,,,,,,
,,,363,0.36054539680480957,0.0,,,,,,,,
,,,364,0.25332921743392944,0.0,,,,,,,,
,,,365,0.7312837839126587,0.0,,,,,,,,
,,,366,1.0432641506195068,0.0,,,,,,,,
,,,367,0.602132260799408,0.0,,,,,,,,
,,,368,0.37373411655426025,0.0,,,,,,,,
,,,369,0.33087992668151855,0.0,,,,,,,,
,,,370,0.23107703030109406,0.0,,,,,,,,
,,,371,0.2769680619239807,0.0,,,,,,,,
,,,372,1.492502212524414,0.0,,,,,,,,
,,,373,0.5168065428733826,0.0,,,,,,,,
,,,374,0.38294219970703125,0.0,,,,,,,,
,,,375,0.30912449955940247,0.0,,,,,,,,
,,,376,0.25122150778770447,0.0,,,,,,,,
,,,377,0.41169196367263794,0.0,,,,,,,,
,,,378,1.1452022790908813,0.0,,,,,,,,
,,,379,0.5178162455558777,0.0,,,,,,,,
,,,380,0.28508085012435913,0.0,,,,,,,,
,,,381,0.2504279911518097,0.0,,,,,,,,
,,,382,0.06929846107959747,0.0,,,,,,,,
,,,383,0.12395649403333664,0.0,,,,,,,,
,,,384,0.11230282485485077,0.0,,,,,,,,
,,4,634,,,0.5347373485565186,0.0,,,,,,
,,4,634,,,,,0.21846990287303925,0.37524752475247525,,,,
0.20951557159423828,0.375,5,649,,,,,,,,,,
0.17722466588020325,0.625,5,699,,,,,,,,,,
0.12776006758213043,0.75,5,749,,,,,,,,,,
,,,385,2.1122562885284424,0.0,,,,,,,,
,,,386,0.9799410104751587,0.0,,,,,,,,
,,,387,0.48775696754455566,0.0,,,,,,,,
,,,388,0.6571064591407776,0.0,,,,,,,,
,,,389,0.41444331407546997,0.0,,,,,,,,
,,,390,0.29275327920913696,0.0,,,,,,,,
,,,391,0.2759525179862976,0.0,,,,,,,,
,,,392,0.11157286167144775,0.0,,,,,,,,
,,,393,0.0777556449174881,0.0,,,,,,,,
,,,394,0.0777556449174881,0.0,,,,,,,,
,,,395,0.0777556523680687,0.0,,,,,,,,
,,,396,0.0777556449174881,0.0,,,,,,,,
,,,397,0.0777556449174881,0.0,,,,,,,,
,,,398,0.0777556449174881,0.0,,,,,,,,
,,,399,0.0777556449174881,0.0,,,,,,,,
,,,400,0.0777556449174881,0.0,,,,,,,,
,,,401,0.0777556523680687,0.0,,,,,,,,
,,,402,0.0777556523680687,0.0,,,,,,,,
,,,403,0.0777556523680687,0.0,,,,,,,,
,,,404,0.0777556523680687,0.0,,,,,,,,
,,,405,0.38446733355522156,0.0,,,,,,,,
,,,406,1.4411592483520508,0.0,,,,,,,,
,,,407,0.3268546760082245,0.0,,,,,,,,
,,,408,0.8514072895050049,0.0,,,,,,,,
,,,409,0.37896496057510376,0.0,,,,,,,,
,,,410,0.28433695435523987,0.0,,,,,,,,
,,,411,0.30492788553237915,0.0,,,,,,,,
,,,412,0.23031800985336304,0.0,,,,,,,,
,,,413,0.0787968561053276,0.0,,,,,,,,
,,,414,0.0777556523680687,0.0,,,,,,,,
,,,415,1.2956640720367432,0.0,,,,,,,,
,,,416,0.2286725491285324,0.0,,,,,,,,
,,,417,0.9220481514930725,0.0,,,,,,,,
,,,418,0.37047985196113586,0.0,,,,,,,,
,,,419,0.2830975353717804,0.0,,,,,,,,
,,,420,0.2587122321128845,0.0,,,,,,,,
,,,421,0.22157567739486694,0.0,,,,,,,,
,,,422,0.7547857761383057,0.0,,,,,,,,
,,,423,0.22867251932621002,0.0,,,,,,,,
,,,424,0.9220481514930725,0.0,,,,,,,,
,,,425,0.37047985196113586,0.0,,,,,,,,
,,,426,0.2830975353717804,0.0,,,,,,,,
,,,427,0.2587122321128845,0.0,,,,,,,,
,,,428,0.22157567739486694,0.0,,,,,,,,
,,,429,0.5557934641838074,0.0,,,,,,,,
,,,430,0.702372133731842,0.0,,,,,,,,
,,,431,0.48386895656585693,0.0,,,,,,,,
,,,432,0.2959136664867401,0.0,,,,,,,,
,,,433,0.3423994481563568,0.0,,,,,,,,
,,,434,0.23031800985336304,0.0,,,,,,,,
,,,435,0.49372872710227966,0.0,,,,,,,,
,,,436,0.6681471467018127,0.0,,,,,,,,
,,,437,0.503589391708374,0.0,,,,,,,,
,,,438,0.3447597324848175,0.0,,,,,,,,
,,,439,0.29275327920913696,0.0,,,,,,,,
,,,440,0.2992880344390869,0.0,,,,,,,,
,,,441,0.22650304436683655,0.0,,,,,,,,
,,,442,0.48775696754455566,0.0,,,,,,,,
,,,443,0.6571063995361328,0.0,,,,,,,,
,,,444,0.41936030983924866,0.0,,,,,,,,
,,,445,0.2927532494068146,0.0,,,,,,,,
,,,446,0.2759525179862976,0.0,,,,,,,,
,,,447,0.2097550332546234,0.0,,,,,,,,
,,,448,0.22867250442504883,0.0,,,,,,,,
,,,449,0.9220481514930725,0.0,,,,,,,,
,,,450,0.37047985196113586,0.0,,,,,,,,
,,,451,0.283097505569458,0.0,,,,,,,,
,,,452,0.2587122321128845,0.0,,,,,,,,
,,,453,0.22157567739486694,0.0,,,,,,,,
,,,454,0.3268546760082245,0.0,,,,,,,,
,,,455,0.7210004925727844,0.0,,,,,,,,
,,,456,0.3602929413318634,0.0,,,,,,,,
,,,457,0.22225435078144073,0.0,,,,,,,,
,,,458,0.21678219735622406,0.0,,,,,,,,
,,,459,0.08927668631076813,0.0,,,,,,,,
,,,460,0.126803919672966,0.0,,,,,,,,
,,,461,0.11880259960889816,0.0,,,,,,,,
,,5,761,,,0.38301604986190796,0.0,,,,,,
,,5,761,,,,,0.21245074272155762,0.4594059405940594,,,,
0.12665078043937683,0.625,6,799,,,,,,,,,,
0.13237249851226807,0.5,6,849,,,,,,,,,,
,,,462,2.262601852416992,0.125,,,,,,,,
,,,463,1.057273030281067,0.125,,,,,,,,
,,,464,0.5357404947280884,0.5,,,,,,,,
,,,465,0.7574361562728882,0.125,,,,,,,,
,,,466,0.43585944175720215,0.125,,,,,,,,
,,,467,0.29113197326660156,0.375,,,,,,,,
,,,468,0.23729422688484192,0.5,,,,,,,,
,,,469,0.07115122675895691,0.5,,,,,,,,
,,,470,0.04863867163658142,1.0,,,,,,,,
,,,471,0.04863866791129112,1.0,,,,,,,,
,,,472,0.04863866791129112,1.0,,,,,,,,
,,,473,0.04863866791129112,1.0,,,,,,,,
,,,474,0.04863867163658142,1.0,,,,,,,,
,,,475,0.04863866791129112,1.0,,,,,,,,
,,,476,0.04863867163658142,1.0,,,,,,,,
,,,477,0.04863866791129112,1.0,,,,,,,,
,,,478,0.04863867163658142,1.0,,,,,,,,
,,,479,0.04863867163658142,1.0,,,,,,,,
,,,480,0.04863867163658142,1.0,,,,,,,,
,,,481,0.04863867163658142,1.0,,,,,,,,
,,,482,0.3791743516921997,0.75,,,,,,,,
,,,483,1.6057943105697632,0.0,,,,,,,,
,,,484,0.300494521856308,0.5,,,,,,,,
,,,485,0.9860787391662598,0.25,,,,,,,,
,,,486,0.40728288888931274,0.125,,,,,,,,
,,,487,0.29053452610969543,0.375,,,,,,,,
,,,488,0.2961503565311432,0.375,,,,,,,,
,,,489,0.17858418822288513,0.375,,,,,,,,
,,,490,0.04868338629603386,0.875,,,,,,,,
,,,491,0.04863867163658142,1.0,,,,,,,,
,,,492,1.3646143674850464,0.125,,,,,,,,
,,,493,0.20334210991859436,0.625,,,,,,,,
,,,494,1.0870543718338013,0.125,,,,,,,,
,,,495,0.3894628882408142,0.125,,,,,,,,
,,,496,0.29017555713653564,0.375,,,,,,,,
,,,497,0.23589126765727997,0.375,,,,,,,,
,,,498,0.17243902385234833,0.375,,,,,,,,
,,,499,0.8099172115325928,0.375,,,,,,,,
,,,500,0.20334210991859436,0.625,,,,,,,,
,,,501,1.0870543718338013,0.125,,,,,,,,
,,,502,0.3894628882408142,0.125,,,,,,,,
