train_loss_step,train_mcc_step,train_acc_step,train_precision_step,train_recall_step,epoch,step,val_loss_step,val_mcc_step,val_acc_step,val_precision_step,val_recall_step,val_loss_epoch,val_mcc_epoch,val_acc_epoch,val_precision_epoch,val_recall_epoch,train_loss_epoch,train_mcc_epoch,train_acc_epoch,train_precision_epoch,train_recall_epoch
0.4478168785572052,0.0,0.875,0.875,1.0,0,49,,,,,,,,,,,,,,,
,,,,,,0,0.6180094480514526,0.0,0.25,0.0,0.0,,,,,,,,,,
,,,,,,1,0.5729807615280151,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,2,0.5277450680732727,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,3,0.5271929502487183,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,4,0.6638091802597046,0.0,0.375,0.0,0.0,,,,,,,,,,
,,,,,,5,0.5725592374801636,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,6,0.8923466205596924,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,7,0.8923736810684204,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,8,0.8921140432357788,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,9,0.891910970211029,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,10,0.8920981884002686,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,11,0.8917491436004639,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,12,0.8921070098876953,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,13,0.6181556582450867,0.0,0.25,0.0,0.0,,,,,,,,,,
,,,,,,14,0.5728847980499268,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,15,0.5278260707855225,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,16,0.5270963907241821,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,17,0.6639111042022705,0.0,0.375,0.0,0.0,,,,,,,,,,
,,,,,,18,0.5268406867980957,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,19,0.8923776745796204,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,20,0.6648686528205872,0.0,0.375,0.0,0.0,,,,,,,,,,
,,,,,,21,0.5728491544723511,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,22,0.5277809500694275,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,23,0.5272535085678101,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,24,0.6638526916503906,0.0,0.375,0.0,0.0,,,,,,,,,,
,,,,,,25,0.6183285117149353,0.0,0.25,0.0,0.0,,,,,,,,,,
,,,,,,26,0.6194685101509094,0.0,0.25,0.0,0.0,,,,,,,,,,
,,,,,,27,0.573352575302124,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,28,0.5271936655044556,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,29,0.6184287071228027,0.0,0.25,0.0,0.0,,,,,,,,,,
,,,,,,30,0.5725213885307312,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,31,0.5724117755889893,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,32,0.5733957290649414,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,33,0.5272154808044434,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,34,0.6184111833572388,0.0,0.25,0.0,0.0,,,,,,,,,,
,,,,,,35,0.572517454624176,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,36,0.5725584030151367,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,37,0.5733456611633301,0.0,0.125,0.0,0.0,,,,,,,,,,
,,,,,,38,0.5271527767181396,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,39,0.6639724969863892,0.0,0.375,0.0,0.0,,,,,,,,,,
,,,,,,40,0.5268486738204956,0.0,0.0,0.0,0.0,,,,,,,,,,
,,,,,,41,0.618903398513794,0.0,0.25,0.0,0.0,,,,,,,,,,
