train_loss_step,train_mcc_step,train_acc_step,train_precision_step,train_recall_step,epoch,step,val_loss_step,val_mcc_step,val_acc_step,val_precision_step,val_recall_step,val_loss_epoch,val_mcc_epoch,val_acc_epoch,val_precision_epoch,val_recall_epoch,train_loss_epoch,train_mcc_epoch,train_acc_epoch,train_precision_epoch,train_recall_epoch
0.1518726944923401,-0.0087919095531106,0.9681122303009033,0.0,0.0,0,49,,,,,,,,,,,,,,,
0.2925633490085602,0.09950234740972519,0.8724489808082581,0.6666666865348816,0.019801979884505272,0,99,,,,,,,,,,,,,,,
,,,,,,0,0.8618609309196472,0.0,0.6696428656578064,0.0,0.0,,,,,,,,,,
,,,,,,1,0.5149619579315186,0.0,0.6926020383834839,0.0,0.0,,,,,,,,,,
,,,,,,2,0.24066461622714996,0.0,0.8864796161651611,0.0,0.0,,,,,,,,,,
,,,,,,3,0.4782561659812927,0.0,0.7232142686843872,0.0,0.0,,,,,,,,,,
,,,,,,4,0.2797684073448181,0.0,0.8239796161651611,0.0,0.0,,,,,,,,,,
,,,,,,5,0.22909866273403168,0.0,0.8698979616165161,0.0,0.0,,,,,,,,,,
,,,,,,6,0.20933394134044647,0.0,0.8928571343421936,0.0,0.0,,,,,,,,,,
,,,,,,7,0.13844503462314606,0.0,0.9604591727256775,0.0,0.0,,,,,,,,,,
,,,,,,8,0.12099622189998627,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,9,0.12099257856607437,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,10,0.12099543958902359,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,11,0.12098930776119232,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,12,0.12099751085042953,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,13,0.12099412828683853,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,14,0.12099260836839676,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,15,0.12099362164735794,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,16,0.12099670618772507,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,17,0.12099356949329376,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,18,0.12099650502204895,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,19,0.12099380791187286,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,20,0.2086271494626999,0.0,0.9642857313156128,0.0,0.0,,,,,,,,,,
,,,,,,21,0.9247586727142334,0.0,0.6135203838348389,0.0,0.0,,,,,,,,,,
,,,,,,22,0.321319043636322,0.0,0.7895408272743225,0.0,0.0,,,,,,,,,,
,,,,,,23,0.3518524765968323,0.0,0.8163265585899353,0.0,0.0,,,,,,,,,,
,,,,,,24,0.3916672468185425,0.0,0.7831632494926453,0.0,0.0,,,,,,,,,,
,,,,,,25,0.25887686014175415,0.0,0.8469387888908386,0.0,0.0,,,,,,,,,,
,,,,,,26,0.21357189118862152,0.0,0.8775510191917419,0.0,0.0,,,,,,,,,,
,,,,,,27,0.19162289798259735,0.0,0.9107142686843872,0.0,0.0,,,,,,,,,,
,,,,,,28,0.13559001684188843,0.0,0.9693877696990967,0.0,0.0,,,,,,,,,,
,,,,,,29,0.12098819762468338,0.0,1.0,0.0,0.0,,,,,,,,,,
,,,,,,30,0.3965906798839569,0.0,0.8163265585899353,0.0,0.0,,,,,,,,,,
,,,,,,31,0.4050706923007965,0.0,0.7385203838348389,0.0,0.0,,,,,,,,,,
,,,,,,32,0.3087596595287323,0.0,0.8533163070678711,0.0,0.0,,,,,,,,,,
,,,,,,33,0.43476149439811707,0.0,0.7461734414100647,0.0,0.0,,,,,,,,,,
,,,,,,34,0.25856858491897583,0.0,0.8507652878761292,0.0,0.0,,,,,,,,,,
,,,,,,35,0.21357081830501556,0.0,0.8775510191917419,0.0,0.0,,,,,,,,,,
,,,,,,36,0.19162321090698242,0.0,0.9107142686843872,0.0,0.0,,,,,,,,,,
,,,,,,37,0.1355806589126587,0.0,0.9693877696990967,0.0,0.0,,,,,,,,,,
,,,,,,38,0.41979947686195374,0.0,0.7576530575752258,0.0,0.0,,,,,,,,,,
,,,,,,39,0.3087592124938965,0.0,0.8533163070678711,0.0,0.0,,,,,,,,,,
,,,,,,40,0.4347631335258484,0.0,0.7461734414100647,0.0,0.0,,,,,,,,,,
,,,,,,41,0.25857222080230713,0.0,0.8507652878761292,0.0,0.0,,,,,,,,,,
