train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_r2,train_loss_epoch,train_r2
0.03159937060803005,0,49,,,,,
0.0170739368077839,0,99,,,,,
,,0,0.00819922228263404,,,,
,,1,0.008417868188849204,,,,
,,2,0.008251406091078762,,,,
,,3,0.008055552942378679,,,,
,,4,0.008296544463490934,,,,
,,5,0.008320579810956694,,,,
,,6,0.008615430791619295,,,,
,,7,0.010300962842217088,,,,
,,8,0.00829421318307215,,,,
,,9,0.008313588950098778,,,,
,,10,0.008296143035499417,,,,
,,11,0.008313019664920106,,,,
,,12,0.00829127674200097,,,,
,,13,0.008296903298825634,,,,
,,14,0.008303515156921076,,,,
,,15,0.00829613938623545,,,,
,,16,0.008289176590588629,,,,
,,17,0.008306533706431486,,,,
,,18,0.008305522860312949,,,,
,,19,0.008287185917095262,,,,
,,20,0.008303478664281418,,,,
,,21,0.008276801911836097,,,,
,,22,0.008412018225852878,,,,
,,23,0.00833437065458958,,,,
,,24,0.008022427061770865,,,,
,,25,0.008292655539380115,,,,
,,26,0.008306679479746882,,,,
,,27,0.008587352803378693,,,,
,,28,0.010343808891830416,,,,
,,29,0.008300079374897237,,,,
,,30,0.00831703713480865,,,,
,,31,0.00829870859223164,,,,
,,32,0.008429659371380542,,,,
,,33,0.008029990621185628,,,,
,,34,0.00825081497229733,,,,
,,35,0.008244095212715687,,,,
,,36,0.008492272670329029,,,,
,,37,0.010349887944319753,,,,
,,38,0.008348411711158098,,,,
,,39,0.008511543741557062,,,,
,,40,0.008040951518460421,,,,
,,41,0.008229972640070164,,,,
,,42,0.008227231982023468,,,,
,,43,0.008485577705790606,,,,
,,44,0.010346557758853915,,,,
,,45,0.008527846129516337,,,,
,,46,0.008122600784706583,,,,
,,47,0.008177539761298619,,,,
,,48,0.008243312341670523,,,,
,,49,0.008320929069176676,,,,
,,50,0.008875308934387807,,,,
,,51,0.010079572376349454,,,,
,,52,0.008318021503805775,,,,
,,53,0.008065240387235384,,,,
,,54,0.00828694859535307,,,,
,,55,0.008265173354375608,,,,
,,56,0.008584332682891813,,,,
,,57,0.010350051102595717,,,,
,,58,0.008513202470092004,,,,
,,59,0.008081949796613698,,,,
,,60,0.008220490774089517,,,,
,,61,0.008201552217341071,,,,
,,62,0.008383669268512344,,,,
,,63,0.008973367162525479,,,,
,,64,0.01002701826619724,,,,
,,65,0.008206216037039709,,,,
,,66,0.00810602586636023,,,,
,,67,0.008244018936218784,,,,
,,68,0.008321247744365134,,,,
,,69,0.008833628265434615,,,,
,,70,0.010132971531178375,,,,
,,71,0.008426476591736358,,,,
,,72,0.008011957422097838,,,,
,,73,0.008319226083492979,,,,
,,74,0.008385526515440877,,,,
,,75,0.010310902264785479,,,,
,,76,0.008396995503018576,,,,
,,77,0.008301436425107904,,,,
,,78,0.009071332740473028,,,,
,0,128,,0.008550051910020897,-22087.73858614093,,
,0,128,,,,0.056927411964082124,-163890.21090434532
0.016135836707055387,1,149,,,,,
0.015710768404773746,1,199,,,,,
0.01509682272046146,1,249,,,,,
,,79,0.009586303100315708,,,,
,,80,0.01003065832045341,,,,
,,81,0.00986428944522538,,,,
