train_loss_step,train_is_next_axx_step,train_altered_acc_step,epoch,step,val_loss_step,val_is_next_axx_step,val_altered_acc_step,val_loss_epoch,val_is_next_axx_epoch,val_altered_acc_epoch,train_loss_epoch,train_is_next_axx_epoch,train_altered_acc_epoch,test_loss_step,test_is_next_axx_step,test_altered_acc_step,test_loss_epoch,test_is_next_axx_epoch,test_altered_acc_epoch
,,,,330,1.1549248695373535,50.0,67.919921875,,,,,,,,,,,,
,,,,331,1.2793656587600708,40.0,62.1875,,,,,,,,,,,,
,,,3,483,,,,1.2421314716339111,53.403934478759766,61.96754455566406,,,,,,,,,
,,,3,483,,,,,,,1.3020014762878418,49.22440719604492,73.2088623046875,,,,,,
1.154531478881836,50.0,79.2236328125,4,499,,,,,,,,,,,,,,,
1.1924161911010742,62.5,82.6904296875,4,549,,,,,,,,,,,,,,,
1.0764058828353882,75.0,77.8076171875,4,599,,,,,,,,,,,,,,,
,,,,332,0.8493838906288147,37.5,100.0,,,,,,,,,,,,
,,,,333,0.8439434170722961,50.0,100.0,,,,,,,,,,,,
,,,,334,0.8342727422714233,50.0,100.0,,,,,,,,,,,,
,,,,335,0.9252845644950867,37.5,100.0,,,,,,,,,,,,
,,,,336,0.7166703343391418,62.5,100.0,,,,,,,,,,,,
,,,,337,0.7997108101844788,62.5,100.0,,,,,,,,,,,,
,,,,338,0.8856796622276306,50.0,99.9755859375,,,,,,,,,,,,
,,,,339,0.599902331829071,87.5,100.0,,,,,,,,,,,,
,,,,340,0.9309651851654053,25.0,100.0,,,,,,,,,,,,
,,,,341,0.9336153268814087,37.5,100.0,,,,,,,,,,,,
,,,,342,0.7426273822784424,62.5,100.0,,,,,,,,,,,,
,,,,343,0.6864180564880371,75.0,99.8291015625,,,,,,,,,,,,
,,,,344,0.8485303521156311,50.0,100.0,,,,,,,,,,,,
,,,,345,0.7982350587844849,37.5,100.0,,,,,,,,,,,,
,,,,346,0.7076990604400635,75.0,100.0,,,,,,,,,,,,
,,,,347,0.7237862348556519,75.0,100.0,,,,,,,,,,,,
,,,,348,0.795903205871582,50.0,99.951171875,,,,,,,,,,,,
,,,,349,0.5983617305755615,87.5,99.8779296875,,,,,,,,,,,,
,,,,350,0.6391962766647339,87.5,100.0,,,,,,,,,,,,
,,,,351,0.9349640607833862,25.0,100.0,,,,,,,,,,,,
,,,,352,0.6196339726448059,100.0,100.0,,,,,,,,,,,,
,,,,353,0.9041637778282166,25.0,100.0,,,,,,,,,,,,
,,,,354,0.6432144045829773,87.5,100.0,,,,,,,,,,,,
,,,,355,0.962073028087616,12.5,100.0,,,,,,,,,,,,
,,,,356,0.7522108554840088,50.0,99.9755859375,,,,,,,,,,,,
,,,,357,0.8622180819511414,50.0,100.0,,,,,,,,,,,,
,,,,358,0.9652926921844482,12.5,99.9755859375,,,,,,,,,,,,
,,,,359,0.8007489442825317,50.0,100.0,,,,,,,,,,,,
,,,,360,0.9058203101158142,37.5,100.0,,,,,,,,,,,,
,,,,361,0.9680697321891785,37.5,100.0,,,,,,,,,,,,
,,,,362,0.9316983819007874,25.0,100.0,,,,,,,,,,,,
,,,,363,0.7883472442626953,62.5,100.0,,,,,,,,,,,,
,,,,364,0.6399321556091309,62.5,100.0,,,,,,,,,,,,
,,,,365,0.9128952026367188,37.5,99.8046875,,,,,,,,,,,,
,,,,366,0.7357660531997681,62.5,99.8046875,,,,,,,,,,,,
,,,,367,0.7839288711547852,62.5,100.0,,,,,,,,,,,,
,,,,368,0.7080346345901489,62.5,100.0,,,,,,,,,,,,
,,,,369,0.9479796886444092,37.5,100.0,,,,,,,,,,,,
,,,,370,0.6775543093681335,75.0,100.0,,,,,,,,,,,,
,,,,371,0.9932990074157715,25.0,100.0,,,,,,,,,,,,
,,,,372,0.8354519605636597,37.5,100.0,,,,,,,,,,,,
,,,,373,0.7581762075424194,62.5,100.0,,,,,,,,,,,,
,,,,374,0.8477805256843567,37.5,100.0,,,,,,,,,,,,
,,,,375,0.8265302181243896,50.0,100.0,,,,,,,,,,,,
,,,,376,0.9742048978805542,12.5,100.0,,,,,,,,,,,,
,,,,377,0.9114695191383362,25.0,100.0,,,,,,,,,,,,
,,,,378,0.9950016736984253,25.0,100.0,,,,,,,,,,,,
,,,,379,0.8331692218780518,37.5,100.0,,,,,,,,,,,,
,,,,380,0.7078291773796082,75.0,100.0,,,,,,,,,,,,
,,,,381,0.8867141008377075,50.0,100.0,,,,,,,,,,,,
,,,,382,0.8065230250358582,50.0,100.0,,,,,,,,,,,,
,,,,383,0.8449839353561401,50.0,100.0,,,,,,,,,,,,
,,,,384,0.7282600402832031,75.0,100.0,,,,,,,,,,,,
,,,,385,0.8145256638526917,50.0,100.0,,,,,,,,,,,,
,,,,386,0.6677050590515137,75.0,100.0,,,,,,,,,,,,
,,,,387,0.7755459547042847,62.5,99.8046875,,,,,,,,,,,,
,,,,388,0.8922715783119202,25.0,100.0,,,,,,,,,,,,
,,,,389,0.9683554768562317,25.0,100.0,,,,,,,,,,,,
,,,,390,0.8264682292938232,62.5,99.609375,,,,,,,,,,,,
,,,,391,0.7329679131507874,75.0,100.0,,,,,,,,,,,,
,,,,392,0.792938232421875,50.0,100.0,,,,,,,,,,,,
,,,,393,0.7283130884170532,62.5,99.8291015625,,,,,,,,,,,,
,,,,394,0.9418821930885315,25.0,99.609375,,,,,,,,,,,,
,,,,395,0.8822463154792786,37.5,100.0,,,,,,,,,,,,
,,,,396,0.7055492401123047,87.5,100.0,,,,,,,,,,,,
,,,,397,1.031591773033142,12.5,100.0,,,,,,,,,,,,
,,,,398,0.8222101330757141,50.0,100.0,,,,,,,,,,,,
,,,,399,0.8896886706352234,37.5,100.0,,,,,,,,,,,,
,,,,400,0.762273371219635,50.0,100.0,,,,,,,,,,,,
,,,,401,0.9677011966705322,25.0,99.90234375,,,,,,,,,,,,
,,,,402,0.8597705364227295,37.5,99.90234375,,,,,,,,,,,,
,,,,403,0.8192578554153442,37.5,100.0,,,,,,,,,,,,
,,,,404,0.7820829749107361,50.0,100.0,,,,,,,,,,,,
,,,,405,0.8179934024810791,50.0,100.0,,,,,,,,,,,,
,,,,406,0.7149299383163452,50.0,100.0,,,,,,,,,,,,
,,,,407,0.8876672387123108,37.5,100.0,,,,,,,,,,,,
,,,,408,0.7798358201980591,62.5,99.90234375,,,,,,,,,,,,
,,,,409,0.9749110341072083,25.0,100.0,,,,,,,,,,,,
,,,,410,0.8693530559539795,37.5,100.0,,,,,,,,,,,,
,,,,411,1.030150055885315,25.0,100.0,,,,,,,,,,,,
,,,,412,0.8860629200935364,37.5,100.0,,,,,,,,,,,,
,,,,413,0.9129650592803955,37.5,100.0,,,,,,,,,,,,
,,,,414,0.6439871191978455,80.0,100.0,,,,,,,,,,,,
,,,4,604,,,,0.8253415822982788,48.8653564453125,99.97281646728516,,,,,,,,,
,,,4,604,,,,,,,1.2552865743637085,48.91416931152344,80.0536880493164,,,,,,
0.8891221284866333,62.5,89.35546875,5,649,,,,,,,,,,,,,,,
1.0177005529403687,62.5,89.35546875,5,699,,,,,,,,,,,,,,,
,,,,415,0.720271110534668,75.0,100.0,,,,,,,,,,,,
,,,,416,0.7601865530014038,50.0,100.0,,,,,,,,,,,,
,,,,417,0.7276161313056946,50.0,100.0,,,,,,,,,,,,
,,,,418,0.6742615699768066,75.0,100.0,,,,,,,,,,,,
,,,,419,0.7604767680168152,62.5,99.9755859375,,,,,,,,,,,,
,,,,420,0.5354169011116028,87.5,100.0,,,,,,,,,,,,
,,,,421,0.8558788895606995,50.0,100.0,,,,,,,,,,,,
,,,,422,0.5712649822235107,75.0,100.0,,,,,,,,,,,,
,,,,423,0.821544885635376,50.0,99.5849609375,,,,,,,,,,,,
,,,,424,0.7154591679573059,62.5,100.0,,,,,,,,,,,,
,,,,425,0.8416462540626526,37.5,100.0,,,,,,,,,,,,
,,,,426,0.4907442033290863,87.5,100.0,,,,,,,,,,,,
,,,,427,0.6995278596878052,62.5,99.755859375,,,,,,,,,,,,
,,,,428,0.6662920713424683,62.5,100.0,,,,,,,,,,,,
,,,,429,0.8736395835876465,37.5,100.0,,,,,,,,,,,,
,,,,430,0.7548975348472595,50.0,100.0,,,,,,,,,,,,
,,,,431,0.7760055065155029,62.5,100.0,,,,,,,,,,,,
,,,,432,0.7228627800941467,62.5,100.0,,,,,,,,,,,,
,,,,433,0.791641891002655,62.5,100.0,,,,,,,,,,,,
,,,,434,0.7164297699928284,62.5,99.853515625,,,,,,,,,,,,
,,,,435,0.7130139470100403,62.5,100.0,,,,,,,,,,,,
,,,,436,1.0101325511932373,12.5,100.0,,,,,,,,,,,,
,,,,437,0.8721377849578857,25.0,100.0,,,,,,,,,,,,
,,,,438,0.7575132846832275,50.0,100.0,,,,,,,,,,,,
,,,,439,0.7342782616615295,50.0,100.0,,,,,,,,,,,,
,,,,440,0.5759711265563965,62.5,100.0,,,,,,,,,,,,
,,,,441,1.0564236640930176,50.0,100.0,,,,,,,,,,,,
,,,,442,0.900730311870575,37.5,100.0,,,,,,,,,,,,
,,,,443,0.88627028465271,50.0,100.0,,,,,,,,,,,,
,,,,444,1.1113308668136597,12.5,100.0,,,,,,,,,,,,
,,,,445,0.8862867951393127,50.0,100.0,,,,,,,,,,,,
,,,,446,0.79283207654953,50.0,100.0,,,,,,,,,,,,
,,,,447,0.5980881452560425,62.5,100.0,,,,,,,,,,,,
,,,,448,1.0606145858764648,37.5,100.0,,,,,,,,,,,,
,,,,449,0.7149347066879272,62.5,100.0,,,,,,,,,,,,
,,,,450,0.6487998366355896,62.5,100.0,,,,,,,,,,,,
,,,,451,0.9966385960578918,37.5,100.0,,,,,,,,,,,,
,,,,452,0.886809766292572,37.5,100.0,,,,,,,,,,,,
,,,,453,0.9142162203788757,50.0,100.0,,,,,,,,,,,,
,,,,454,0.803819477558136,50.0,100.0,,,,,,,,,,,,
,,,,455,0.9391645193099976,50.0,100.0,,,,,,,,,,,,
,,,,456,0.7253494262695312,87.5,100.0,,,,,,,,,,,,
,,,,457,1.1146184206008911,12.5,100.0,,,,,,,,,,,,
,,,,458,0.809981107711792,37.5,100.0,,,,,,,,,,,,
,,,,459,1.068563461303711,0.0,100.0,,,,,,,,,,,,
,,,,460,0.7708724737167358,50.0,100.0,,,,,,,,,,,,
,,,,461,0.7660537958145142,50.0,100.0,,,,,,,,,,,,
,,,,462,0.9123382568359375,25.0,100.0,,,,,,,,,,,,
,,,,463,0.7301573157310486,50.0,100.0,,,,,,,,,,,,
,,,,464,0.8068982362747192,62.5,100.0,,,,,,,,,,,,
,,,,465,0.7159944772720337,50.0,100.0,,,,,,,,,,,,
,,,,466,0.9141809940338135,37.5,100.0,,,,,,,,,,,,
,,,,467,0.9213954210281372,37.5,99.8779296875,,,,,,,,,,,,
,,,,468,0.8842618465423584,50.0,99.5361328125,,,,,,,,,,,,
,,,,469,0.7246460318565369,50.0,100.0,,,,,,,,,,,,
,,,,470,0.7301415801048279,50.0,100.0,,,,,,,,,,,,
,,,,471,0.6449819207191467,62.5,100.0,,,,,,,,,,,,
,,,,472,0.7774601578712463,50.0,99.8779296875,,,,,,,,,,,,
,,,,473,0.6945451498031616,62.5,100.0,,,,,,,,,,,,
,,,,474,0.9029337167739868,50.0,99.755859375,,,,,,,,,,,,
,,,,475,1.045196533203125,25.0,100.0,,,,,,,,,,,,
,,,,476,0.5816082954406738,87.5,100.0,,,,,,,,,,,,
,,,,477,1.0270692110061646,25.0,100.0,,,,,,,,,,,,
,,,,478,0.6998826861381531,62.5,100.0,,,,,,,,,,,,
,,,,479,1.01284658908844,37.5,100.0,,,,,,,,,,,,
,,,,480,0.741873562335968,62.5,100.0,,,,,,,,,,,,
,,,,481,0.7378818988800049,37.5,100.0,,,,,,,,,,,,
,,,,482,0.9829692244529724,37.5,100.0,,,,,,,,,,,,
,,,,483,0.7452699542045593,62.5,100.0,,,,,,,,,,,,
,,,,484,0.7763612866401672,62.5,100.0,,,,,,,,,,,,
,,,,485,0.7662359476089478,50.0,100.0,,,,,,,,,,,,
,,,,486,0.8481504917144775,50.0,100.0,,,,,,,,,,,,
,,,,487,0.5729111433029175,62.5,100.0,,,,,,,,,,,,
,,,,488,0.6405738592147827,87.5,100.0,,,,,,,,,,,,
,,,,489,0.9040864706039429,50.0,100.0,,,,,,,,,,,,
,,,,490,0.9848310351371765,37.5,100.0,,,,,,,,,,,,
,,,,491,0.8639521598815918,37.5,99.90234375,,,,,,,,,,,,
,,,,492,0.7789613604545593,50.0,100.0,,,,,,,,,,,,
,,,,493,0.8319337964057922,50.0,100.0,,,,,,,,,,,,
,,,,494,0.6382097005844116,62.5,100.0,,,,,,,,,,,,
,,,,495,0.7265127897262573,50.0,100.0,,,,,,,,,,,,
,,,,496,0.5994945764541626,62.5,100.0,,,,,,,,,,,,
,,,,497,0.9941219687461853,20.0,100.0,,,,,,,,,,,,
,,,5,725,,,,0.7997528910636902,51.1346435546875,99.97724914550781,,,,,,,,,
,,,5,725,,,,,,,1.0897666215896606,51.39606857299805,87.47940063476562,,,,,,
1.060976505279541,50.0,91.650390625,6,749,,,,,,,,,,,,,,,
1.1954164505004883,0.0,92.0166015625,6,799,,,,,,,,,,,,,,,
,,,,498,1.0364924669265747,50.0,100.0,,,,,,,,,,,,
,,,,499,0.5548483729362488,75.0,100.0,,,,,,,,,,,,
,,,,500,1.4137272834777832,25.0,100.0,,,,,,,,,,,,
,,,,501,0.9809597134590149,62.5,100.0,,,,,,,,,,,,
,,,,502,0.9767075181007385,50.0,100.0,,,,,,,,,,,,
,,,,503,1.2202043533325195,50.0,100.0,,,,,,,,,,,,
,,,,504,1.3600767850875854,25.0,100.0,,,,,,,,,,,,
,,,,505,1.1323152780532837,50.0,100.0,,,,,,,,,,,,
,,,,506,1.1849923133850098,50.0,100.0,,,,,,,,,,,,
,,,,507,0.5102643966674805,75.0,100.0,,,,,,,,,,,,
,,,,508,0.6744340658187866,75.0,100.0,,,,,,,,,,,,
,,,,509,0.7068591713905334,62.5,100.0,,,,,,,,,,,,
,,,,510,1.0072907209396362,50.0,100.0,,,,,,,,,,,,
,,,,511,0.8112980723381042,50.0,100.0,,,,,,,,,,,,
,,,,512,1.2102863788604736,50.0,100.0,,,,,,,,,,,,
,,,,513,0.7339186072349548,50.0,100.0,,,,,,,,,,,,
,,,,514,0.9057170152664185,50.0,100.0,,,,,,,,,,,,
,,,,515,0.9350579380989075,62.5,100.0,,,,,,,,,,,,
,,,,516,1.1324641704559326,50.0,100.0,,,,,,,,,,,,
,,,,517,1.034860372543335,50.0,100.0,,,,,,,,,,,,
,,,,518,0.9678598046302795,62.5,100.0,,,,,,,,,,,,
,,,,519,1.2295907735824585,50.0,100.0,,,,,,,,,,,,
,,,,520,0.8796764612197876,50.0,100.0,,,,,,,,,,,,
,,,,521,0.8462336659431458,62.5,100.0,,,,,,,,,,,,
,,,,522,1.176446795463562,37.5,100.0,,,,,,,,,,,,
,,,,523,0.4393925666809082,87.5,100.0,,,,,,,,,,,,
,,,,524,1.0510603189468384,50.0,100.0,,,,,,,,,,,,
,,,,525,1.2593886852264404,25.0,100.0,,,,,,,,,,,,
,,,,526,1.3755788803100586,37.5,100.0,,,,,,,,,,,,
,,,,527,1.4355521202087402,37.5,100.0,,,,,,,,,,,,
,,,,528,0.6524487733840942,75.0,100.0,,,,,,,,,,,,
,,,,529,1.2504786252975464,37.5,100.0,,,,,,,,,,,,
,,,,530,0.9857993721961975,62.5,100.0,,,,,,,,,,,,
,,,,531,1.0749784708023071,62.5,100.0,,,,,,,,,,,,
,,,,532,1.0955290794372559,50.0,100.0,,,,,,,,,,,,
,,,,533,0.5893787145614624,75.0,100.0,,,,,,,,,,,,
,,,,534,1.2621523141860962,37.5,100.0,,,,,,,,,,,,
,,,,535,1.529223084449768,12.5,100.0,,,,,,,,,,,,
,,,,536,0.6399232149124146,75.0,100.0,,,,,,,,,,,,
,,,,537,1.5369945764541626,25.0,100.0,,,,,,,,,,,,
,,,,538,0.6964718699455261,87.5,100.0,,,,,,,,,,,,
,,,,539,1.1739482879638672,50.0,100.0,,,,,,,,,,,,
,,,,540,1.3554168939590454,37.5,100.0,,,,,,,,,,,,
,,,,541,1.1728872060775757,37.5,100.0,,,,,,,,,,,,
,,,,542,1.0147099494934082,50.0,100.0,,,,,,,,,,,,
,,,,543,0.7441229224205017,62.5,100.0,,,,,,,,,,,,
,,,,544,1.7465046644210815,0.0,100.0,,,,,,,,,,,,
,,,,545,1.1004958152770996,37.5,100.0,,,,,,,,,,,,
,,,,546,1.137245774269104,50.0,100.0,,,,,,,,,,,,
,,,,547,1.315564751625061,25.0,100.0,,,,,,,,,,,,
,,,,548,1.8280450105667114,0.0,100.0,,,,,,,,,,,,
,,,,549,1.4226564168930054,25.0,100.0,,,,,,,,,,,,
,,,,550,0.7742310762405396,50.0,100.0,,,,,,,,,,,,
,,,,551,1.0516512393951416,50.0,100.0,,,,,,,,,,,,
,,,,552,0.5195291638374329,87.5,100.0,,,,,,,,,,,,
,,,,553,1.2693150043487549,37.5,100.0,,,,,,,,,,,,
,,,,554,1.0991184711456299,50.0,100.0,,,,,,,,,,,,
,,,,555,1.3008760213851929,37.5,100.0,,,,,,,,,,,,
,,,,556,1.2685885429382324,37.5,100.0,,,,,,,,,,,,
,,,,557,1.100332498550415,37.5,100.0,,,,,,,,,,,,
,,,,558,1.1811342239379883,37.5,100.0,,,,,,,,,,,,
,,,,559,1.163690447807312,37.5,100.0,,,,,,,,,,,,
,,,,560,0.6841332912445068,62.5,100.0,,,,,,,,,,,,
,,,,561,0.6461954712867737,62.5,100.0,,,,,,,,,,,,
,,,,562,1.4259743690490723,25.0,100.0,,,,,,,,,,,,
,,,,563,1.28061044216156,37.5,100.0,,,,,,,,,,,,
,,,,564,1.1286547183990479,25.0,100.0,,,,,,,,,,,,
,,,,565,0.8385791778564453,62.5,100.0,,,,,,,,,,,,
,,,,566,1.00385582447052,37.5,100.0,,,,,,,,,,,,
,,,,567,1.337221622467041,25.0,100.0,,,,,,,,,,,,
,,,,568,0.9903132319450378,37.5,100.0,,,,,,,,,,,,
,,,,569,0.4058222770690918,87.5,100.0,,,,,,,,,,,,
,,,,570,1.0966622829437256,25.0,100.0,,,,,,,,,,,,
,,,,571,1.2728352546691895,37.5,100.0,,,,,,,,,,,,
,,,,572,0.7486259937286377,75.0,100.0,,,,,,,,,,,,
,,,,573,1.137307047843933,37.5,100.0,,,,,,,,,,,,
,,,,574,1.3877918720245361,37.5,100.0,,,,,,,,,,,,
,,,,575,0.762180745601654,62.5,100.0,,,,,,,,,,,,
,,,,576,0.4019354283809662,87.5,100.0,,,,,,,,,,,,
,,,,577,1.105895757675171,37.5,100.0,,,,,,,,,,,,
,,,,578,1.14411461353302,37.5,100.0,,,,,,,,,,,,
,,,,579,1.0040594339370728,50.0,100.0,,,,,,,,,,,,
,,,,580,0.3251636028289795,100.0,100.0,,,,,,,,,,,,
,,,6,846,,,,1.0437885522842407,48.562782287597656,100.0,,,,,,,,,
,,,6,846,,,,,,,1.0329453945159912,49.120994567871094,90.1307601928711,,,,,,
0.7968646287918091,75.0,92.0166015625,7,849,,,,,,,,,,,,,,,
1.3752044439315796,25.0,92.7734375,7,899,,,,,,,,,,,,,,,
1.303582787513733,25.0,90.0634765625,7,949,,,,,,,,,,,,,,,
,,,,581,0.942538321018219,62.5,100.0,,,,,,,,,,,,
,,,,582,0.7271912097930908,62.5,100.0,,,,,,,,,,,,
,,,,583,0.8815879225730896,37.5,100.0,,,,,,,,,,,,
,,,,584,0.7631158232688904,50.0,100.0,,,,,,,,,,,,
,,,,585,0.691659152507782,62.5,100.0,,,,,,,,,,,,
,,,,586,0.646279513835907,50.0,100.0,,,,,,,,,,,,
,,,,587,0.8900141716003418,25.0,100.0,,,,,,,,,,,,
,,,,588,0.7834270000457764,37.5,100.0,,,,,,,,,,,,
,,,,589,0.6853206753730774,37.5,100.0,,,,,,,,,,,,
,,,,590,0.5848497152328491,75.0,100.0,,,,,,,,,,,,
,,,,591,0.6940019726753235,62.5,100.0,,,,,,,,,,,,
,,,,592,0.8406397700309753,37.5,100.0,,,,,,,,,,,,
,,,,593,0.9080979824066162,12.5,100.0,,,,,,,,,,,,
,,,,594,0.7267274260520935,50.0,100.0,,,,,,,,,,,,
,,,,595,0.7742128968238831,37.5,100.0,,,,,,,,,,,,
,,,,596,0.7022426128387451,75.0,100.0,,,,,,,,,,,,
,,,,597,0.8544392585754395,12.5,100.0,,,,,,,,,,,,
,,,,598,0.7447609305381775,50.0,100.0,,,,,,,,,,,,
,,,,599,0.7764736413955688,37.5,100.0,,,,,,,,,,,,
,,,,600,0.7948629260063171,37.5,100.0,,,,,,,,,,,,
,,,,601,0.7186599969863892,62.5,100.0,,,,,,,,,,,,
,,,,602,0.6577457189559937,62.5,100.0,,,,,,,,,,,,
,,,,603,0.7912328243255615,37.5,100.0,,,,,,,,,,,,
,,,,604,0.9055827856063843,25.0,100.0,,,,,,,,,,,,
,,,,605,0.85120689868927,25.0,100.0,,,,,,,,,,,,
,,,,606,0.9271860718727112,25.0,100.0,,,,,,,,,,,,
,,,,607,0.7106656432151794,37.5,100.0,,,,,,,,,,,,
,,,,608,0.6511275768280029,50.0,100.0,,,,,,,,,,,,
,,,,609,0.7287219166755676,50.0,100.0,,,,,,,,,,,,
,,,,610,0.7196213006973267,62.5,100.0,,,,,,,,,,,,
,,,,611,0.7802383899688721,37.5,100.0,,,,,,,,,,,,
,,,,612,1.0263116359710693,12.5,100.0,,,,,,,,,,,,
,,,,613,0.7543134093284607,50.0,100.0,,,,,,,,,,,,
,,,,614,0.8314875960350037,0.0,100.0,,,,,,,,,,,,
,,,,615,0.7489075660705566,37.5,100.0,,,,,,,,,,,,
,,,,616,0.688117504119873,62.5,100.0,,,,,,,,,,,,
,,,,617,0.6144158840179443,75.0,100.0,,,,,,,,,,,,
,,,,618,0.7383955717086792,50.0,100.0,,,,,,,,,,,,
,,,,619,0.6369298696517944,75.0,100.0,,,,,,,,,,,,
,,,,620,0.763268232345581,50.0,100.0,,,,,,,,,,,,
,,,,621,0.7533992528915405,50.0,100.0,,,,,,,,,,,,
,,,,622,0.7798377871513367,50.0,100.0,,,,,,,,,,,,
,,,,623,0.7746593356132507,50.0,100.0,,,,,,,,,,,,
,,,,624,0.873979926109314,25.0,100.0,,,,,,,,,,,,
,,,,625,0.7311435341835022,37.5,100.0,,,,,,,,,,,,
,,,,626,0.7934750914573669,37.5,100.0,,,,,,,,,,,,
,,,,627,0.6841294765472412,62.5,100.0,,,,,,,,,,,,
,,,,628,0.7267892956733704,50.0,100.0,,,,,,,,,,,,
,,,,629,0.8407338857650757,50.0,100.0,,,,,,,,,,,,
,,,,630,0.6991236805915833,37.5,100.0,,,,,,,,,,,,
,,,,631,0.7320892214775085,62.5,100.0,,,,,,,,,,,,
,,,,632,0.839203953742981,37.5,100.0,,,,,,,,,,,,
,,,,633,0.6705831289291382,75.0,100.0,,,,,,,,,,,,
,,,,634,0.6856029033660889,50.0,100.0,,,,,,,,,,,,
,,,,635,0.8696715831756592,37.5,100.0,,,,,,,,,,,,
,,,,636,0.7484768629074097,50.0,100.0,,,,,,,,,,,,
,,,,637,0.8097573518753052,25.0,100.0,,,,,,,,,,,,
,,,,638,0.6923449039459229,62.5,100.0,,,,,,,,,,,,
,,,,639,0.8952256441116333,37.5,100.0,,,,,,,,,,,,
,,,,640,0.7454521059989929,50.0,100.0,,,,,,,,,,,,
,,,,641,0.8729690909385681,50.0,100.0,,,,,,,,,,,,
,,,,642,0.7586055994033813,62.5,100.0,,,,,,,,,,,,
,,,,643,0.7613816261291504,50.0,100.0,,,,,,,,,,,,
,,,,644,0.8252580165863037,25.0,100.0,,,,,,,,,,,,
,,,,645,0.6196877956390381,75.0,100.0,,,,,,,,,,,,
,,,,646,0.7991363406181335,62.5,100.0,,,,,,,,,,,,
,,,,647,0.6789214015007019,62.5,100.0,,,,,,,,,,,,
,,,,648,0.7788699269294739,50.0,100.0,,,,,,,,,,,,
,,,,649,0.7549019455909729,50.0,100.0,,,,,,,,,,,,
,,,,650,0.8029309511184692,37.5,100.0,,,,,,,,,,,,
,,,,651,0.7266266345977783,62.5,100.0,,,,,,,,,,,,
,,,,652,0.7728341221809387,50.0,100.0,,,,,,,,,,,,
,,,,653,0.7893842458724976,37.5,100.0,,,,,,,,,,,,
,,,,654,0.7582730054855347,37.5,100.0,,,,,,,,,,,,
,,,,655,0.736160933971405,75.0,100.0,,,,,,,,,,,,
,,,,656,0.724315345287323,50.0,100.0,,,,,,,,,,,,
,,,,657,0.8343486785888672,25.0,100.0,,,,,,,,,,,,
,,,,658,0.8002235889434814,25.0,100.0,,,,,,,,,,,,
,,,,659,0.8416793346405029,12.5,100.0,,,,,,,,,,,,
,,,,660,0.6894429326057434,50.0,100.0,,,,,,,,,,,,
,,,,661,0.6766582131385803,62.5,100.0,,,,,,,,,,,,
,,,,662,0.6924986839294434,75.0,100.0,,,,,,,,,,,,
,,,,663,0.6191649436950684,60.000003814697266,100.0,,,,,,,,,,,,
,,,7,967,,,,0.7635018229484558,46.747352600097656,100.0,,,,,,,,,
,,,7,967,,,,,,,1.0127907991409302,52.43019485473633,91.5209732055664,,,,,,
1.0199180841445923,50.0,94.091796875,8,999,,,,,,,,,,,,,,,
0.8143106698989868,62.5,93.8720703125,8,1049,,,,,,,,,,,,,,,
,,,,664,1.1284288167953491,12.5,100.0,,,,,,,,,,,,
,,,,665,0.731245219707489,50.0,100.0,,,,,,,,,,,,
,,,,666,0.5931036472320557,87.5,100.0,,,,,,,,,,,,
,,,,667,0.8557430505752563,37.5,100.0,,,,,,,,,,,,
,,,,668,1.011365294456482,37.5,100.0,,,,,,,,,,,,
,,,,669,0.7280781269073486,62.5,100.0,,,,,,,,,,,,
,,,,670,0.8643479347229004,37.5,100.0,,,,,,,,,,,,
,,,,671,0.8412397503852844,50.0,100.0,,,,,,,,,,,,
,,,,672,0.7996000051498413,37.5,100.0,,,,,,,,,,,,
,,,,673,0.9018632769584656,50.0,100.0,,,,,,,,,,,,
,,,,674,0.7515613436698914,50.0,100.0,,,,,,,,,,,,
,,,,675,0.8549275994300842,25.0,100.0,,,,,,,,,,,,
,,,,676,0.7967908382415771,62.5,100.0,,,,,,,,,,,,
,,,,677,0.801688015460968,62.5,100.0,,,,,,,,,,,,
,,,,678,0.6946486830711365,62.5,100.0,,,,,,,,,,,,
,,,,679,0.6882714033126831,62.5,100.0,,,,,,,,,,,,
,,,,680,0.8439673781394958,37.5,100.0,,,,,,,,,,,,
,,,,681,0.585210382938385,62.5,100.0,,,,,,,,,,,,
,,,,682,0.6151765584945679,75.0,100.0,,,,,,,,,,,,
,,,,683,0.693585216999054,62.5,100.0,,,,,,,,,,,,
,,,,684,0.5943071246147156,62.5,100.0,,,,,,,,,,,,
,,,,685,0.7763415575027466,62.5,100.0,,,,,,,,,,,,
,,,,686,0.7796966433525085,62.5,100.0,,,,,,,,,,,,
,,,,687,0.7623371481895447,62.5,100.0,,,,,,,,,,,,
,,,,688,0.5947970151901245,87.5,100.0,,,,,,,,,,,,
,,,,689,0.8137009143829346,37.5,100.0,,,,,,,,,,,,
,,,,690,0.7332305908203125,50.0,100.0,,,,,,,,,,,,
,,,,691,0.7372136116027832,62.5,100.0,,,,,,,,,,,,
,,,,692,0.4106193482875824,100.0,100.0,,,,,,,,,,,,
,,,,693,0.8263729214668274,37.5,100.0,,,,,,,,,,,,
,,,,694,0.9143305420875549,37.5,100.0,,,,,,,,,,,,
,,,,695,0.9135128259658813,25.0,100.0,,,,,,,,,,,,
,,,,696,0.7134957909584045,62.5,100.0,,,,,,,,,,,,
,,,,697,0.7441839575767517,62.5,100.0,,,,,,,,,,,,
